age	geography	time	diabetes_a1c_6_5	diabetes_dx_ccw	obesity_bmi	obesity_dx_ccw	n_patients_chronic
Total	56	2020-01-01	7.34	11.55	32.56	13.1	107937
Total	10	2020-01-01	7.31	11.1	32.29	16.57	323092
Total	17	2020-01-01	7.22	11.33	33.45	15.41	4098869
Total	04	2020-01-01	7.17	11.58	32.4	15	640587
Total	31	2020-01-01	7.06	12	37.49	13.43	483330
Total	27	2020-01-01	7.05	9.97	32.74	19.05	2101591
Total	44	2020-01-01	6.9	12.74	25.31	16.52	450893
Total	15	2020-01-01	6.9	13.55	23.91	12	430553
Total	42	2020-01-01	6.78	12.08	35.92	17.78	4914380
Total	13	2020-01-01	6.68	11.34	31.06	16.5	1800567
Total	36	2020-01-01	6.64	11.44	30.7	16.23	3895895
Total	55	2020-01-01	6.6	9.51	32.89	15.45	2568775
Total	35	2020-01-01	6.55	14.39	34.26	14.85	161648
Total	34	2020-01-01	6.39	12.6	34.43	14.5	1347961
Total	47	2020-01-01	6.33	13.29	37.25	12.96	736794
Total	16	2020-01-01	6.3	9.82	30.76	15.25	590981
Total	02	2020-01-01	6.15	9.36	28.46	14.04	10161
Total	25	2020-01-01	6.15	10.9	30.29	20.59	1898156
Total	19	2020-01-01	6.15	9.82	34.8	18.11	1257092
Total	05	2020-01-01	6.14	12.48	35.67	16.25	755052
Total	33	2020-01-01	6.03	9.2	31.23	13.49	457485
Total	46	2020-01-01	6.01	8.37	28.96	16.33	338784
Total	41	2020-01-01	5.9	9.73	28.22	13.95	1454923
Total	38	2020-01-01	5.75	9.37	33.26	21.76	468451
Total	53	2020-01-01	5.73	9.26	27.47	10.74	984463
Total	48	2020-01-01	5.73	11.65	31.24	18.11	6668276
Total	30	2020-01-01	5.35	7.44	25.86	10.49	175776
Total	50	2020-01-01	4.95	8.84	27.53	13.04	300852
Total	12	2020-01-01	4.72	11.27	28.72	16.06	2643712
Total	08	2020-01-01	4.7	7.73	23.44	11.47	1744264
Total	09	2020-01-01	4.68	10.99	31.9	17.46	1970510
Total	06	2020-01-01	4.48	10.57	25.39	12.2	4387412
Total	49	2020-01-01	4.37	8.38	23.84	9.09	445574
Total	32	2020-01-01	3.51	7.56	24.1	11.31	696863
Total	11	2020-01-01	2.53	5.1	NA	NA	28658
Total	00	2020-01-01	6.78	11.69	33.12	16.83	81564026
<18 Years	54	2021-01-01	0.81	1.05	8.52	4.5	113208
<18 Years	18	2021-01-01	0.25	0.41	6.93	5.06	452375
<18 Years	39	2021-01-01	0.37	0.5	6.45	6.16	1066052
<18 Years	45	2021-01-01	0.62	0.77	7.22	8.28	415335
<18 Years	21	2021-01-01	0.58	0.75	7.55	4.76	397845
<18 Years	40	2021-01-01	0.23	0.44	6.38	3.5	123538
<18 Years	29	2021-01-01	0.21	0.41	7.45	2.9	77210
<18 Years	28	2021-01-01	0.58	0.72	8.04	3.5	254339
<18 Years	10	2021-01-01	0.6	0.68	7.53	10.31	110914
<18 Years	37	2021-01-01	0.46	0.65	6.2	5.54	834841
<18 Years	20	2021-01-01	0.42	0.57	7.11	7.78	87671
<18 Years	26	2021-01-01	0.44	0.57	6.2	3.89	682760
<18 Years	51	2021-01-01	0.46	0.72	5.95	3.85	446032
<18 Years	01	2021-01-01	0.42	0.71	6.51	2.68	43745
<18 Years	17	2021-01-01	0.47	0.64	6.79	7.22	953024
<18 Years	56	2021-01-01	0.49	0.67	4.2	2.72	23473
<18 Years	23	2021-01-01	0.53	0.6	6.33	4.55	102746
<18 Years	44	2021-01-01	0.64	0.76	4.66	7.59	80262
<18 Years	31	2021-01-01	0.23	0.48	6.05	1.88	73064
<18 Years	27	2021-01-01	0.35	0.5	5.1	5.84	432933
<18 Years	16	2021-01-01	0.63	0.72	5.1	3.78	130602
<18 Years	22	2021-01-01	0.42	0.52	6.46	4.49	321853
<18 Years	24	2021-01-01	0.52	0.72	5.39	4.33	175366
<18 Years	36	2021-01-01	0.38	0.51	6.06	8.03	693243
<18 Years	55	2021-01-01	0.43	0.55	5.9	3.72	644753
<18 Years	13	2021-01-01	0.48	0.89	5.33	4.76	565858
<18 Years	42	2021-01-01	0.23	0.42	6.05	6.39	848627
<18 Years	35	2021-01-01	0.14	0.4	5.41	2.19	13727
<18 Years	47	2021-01-01	0.49	0.83	6.92	3.42	128138
<18 Years	05	2021-01-01	0.73	0.9	7.47	5.14	200612
<18 Years	33	2021-01-01	0.7	0.8	6.06	4.99	83203
<18 Years	04	2021-01-01	0.44	0.63	4.54	4.51	86357
<18 Years	19	2021-01-01	0.56	0.64	6.26	4.09	314771
<18 Years	25	2021-01-01	0.33	0.5	5.99	12.19	327097
<18 Years	34	2021-01-01	0.38	0.62	5.64	4.62	206927
<18 Years	38	2021-01-01	0.34	0.48	4.99	4.06	115264
<18 Years	46	2021-01-01	0.4	0.53	4.57	2.76	88231
<18 Years	02	2021-01-01	NA	NA	3.54	3.11	2089
<18 Years	15	2021-01-01	0.35	0.41	NA	NA	102822
<18 Years	53	2021-01-01	0.31	0.44	5.03	4.09	181130
<18 Years	30	2021-01-01	0.37	0.5	3.75	2.36	35588
<18 Years	48	2021-01-01	0.47	0.63	6.17	5.33	2232010
<18 Years	50	2021-01-01	0.7	0.8	4.87	3.25	46513
<18 Years	41	2021-01-01	0.52	0.66	5.57	5.66	362909
<18 Years	09	2021-01-01	0.51	0.66	6.21	8.27	391905
<18 Years	12	2021-01-01	0.7	0.97	5.31	4.45	742921
<18 Years	08	2021-01-01	0.38	0.57	4.17	4.13	492389
<18 Years	49	2021-01-01	0.09	0.44	3.08	2.92	114421
<18 Years	06	2021-01-01	0.33	0.61	5.84	8.45	1111694
<18 Years	32	2021-01-01	0.39	0.6	4.92	4.49	109658
<18 Years	11	2021-01-01	NA	NA	2.75	1.76	2326
<18 Years	00	2021-01-01	0.44	0.62	6.05	5.65	17861170
18-25 Years	54	2021-01-01	1.7	2.45	32.36	11.28	50314
18-25 Years	18	2021-01-01	1.2	1.85	31.11	10.39	178498
18-25 Years	39	2021-01-01	1.13	1.82	27.4	12.01	547889
18-25 Years	45	2021-01-01	1.5	2.21	27.47	11.02	156314
18-25 Years	21	2021-01-01	1.38	2.06	30.62	11.67	169106
18-25 Years	40	2021-01-01	0.9	1.78	30.05	8.55	52017
18-25 Years	29	2021-01-01	1.13	1.94	27.67	12.37	48690
18-25 Years	28	2021-01-01	1.36	2.1	31.95	8.57	101884
18-25 Years	10	2021-01-01	1.64	2.18	30.17	14.43	25492
18-25 Years	37	2021-01-01	1.13	1.81	25.85	10.95	368252
18-25 Years	20	2021-01-01	1.23	2.07	25.68	9.56	45216
18-25 Years	26	2021-01-01	1.11	1.67	24.93	9.9	315553
18-25 Years	51	2021-01-01	1.07	1.86	23.93	8.71	242470
18-25 Years	01	2021-01-01	1.21	2.48	27.65	9.58	23130
18-25 Years	17	2021-01-01	1.16	1.76	24.9	10.42	374731
18-25 Years	56	2021-01-01	1.28	1.85	20.25	5.95	8455
18-25 Years	23	2021-01-01	1.44	1.88	22.39	9.68	42269
18-25 Years	44	2021-01-01	1.21	1.86	14.59	9.24	37404
18-25 Years	31	2021-01-01	1.36	1.93	24.98	6.18	49356
18-25 Years	27	2021-01-01	1.06	1.51	21.48	9.98	182793
18-25 Years	16	2021-01-01	1.47	1.98	23.15	8.5	49672
18-25 Years	22	2021-01-01	0.93	1.57	26.63	8.95	136807
18-25 Years	24	2021-01-01	0.91	1.56	20.29	9.6	119201
18-25 Years	36	2021-01-01	0.99	1.57	20.96	9.75	355861
18-25 Years	55	2021-01-01	1.12	1.54	23.48	8	236804
18-25 Years	13	2021-01-01	1.09	2.21	24.49	8.98	160188
18-25 Years	42	2021-01-01	0.78	1.46	24.33	10.05	470468
18-25 Years	35	2021-01-01	0.96	1.96	27.51	10.11	11943
18-25 Years	47	2021-01-01	1.12	2.18	29.79	8.3	66502
18-25 Years	05	2021-01-01	1.57	2.5	32.1	12.31	65389
18-25 Years	33	2021-01-01	1.59	2	22.28	8.56	33521
18-25 Years	04	2021-01-01	0.82	1.43	18.64	7.2	54684
18-25 Years	19	2021-01-01	1.29	1.74	27.1	10.16	124506
18-25 Years	25	2021-01-01	0.82	1.32	17.6	11.65	187588
18-25 Years	34	2021-01-01	0.77	1.41	19.41	7.33	130811
18-25 Years	38	2021-01-01	0.98	1.44	23.45	10.95	45400
18-25 Years	46	2021-01-01	1.06	1.34	20.31	7.63	33759
18-25 Years	02	2021-01-01	NA	NA	16.74	5.51	962
18-25 Years	15	2021-01-01	0.71	1.13	NA	NA	41020
18-25 Years	53	2021-01-01	0.87	1.37	18.93	6.1	89287
18-25 Years	30	2021-01-01	0.86	1.19	13.99	4.6	21088
18-25 Years	48	2021-01-01	1.06	1.86	25.83	11.64	676412
18-25 Years	50	2021-01-01	1.22	1.69	16.76	7.3	21939
18-25 Years	41	2021-01-01	0.91	1.37	18.11	7.36	165566
18-25 Years	09	2021-01-01	1.04	1.69	19.6	11.42	182629
18-25 Years	12	2021-01-01	1.21	2.25	20.91	9.25	258132
18-25 Years	08	2021-01-01	0.91	1.51	17.29	6.9	189748
18-25 Years	49	2021-01-01	0.96	1.69	16.75	5.65	54078
18-25 Years	06	2021-01-01	0.73	1.48	17.64	7.65	461122
18-25 Years	32	2021-01-01	0.53	1.05	16.47	4.74	71497
18-25 Years	11	2021-01-01	0.45	0.8	9.82	2.87	9732
18-25 Years	00	2021-01-01	1.05	1.73	23.55	9.7	7682286
25-35 Years	54	2021-01-01	2.49	4.1	44.07	18.35	70922
25-35 Years	18	2021-01-01	2.3	3.63	44.12	17.66	268435
25-35 Years	39	2021-01-01	2.15	3.51	40.93	20.08	824431
25-35 Years	45	2021-01-01	2.29	3.65	39.35	17.44	238655
25-35 Years	21	2021-01-01	2.16	3.45	43.17	19.18	253579
25-35 Years	40	2021-01-01	2.07	3.64	42.3	14.51	80585
25-35 Years	29	2021-01-01	2.19	3.66	39.8	19.36	78448
25-35 Years	28	2021-01-01	2.24	3.68	43.29	14.24	148671
25-35 Years	10	2021-01-01	2.12	3.45	43.25	19.88	31088
25-35 Years	37	2021-01-01	2.04	3.35	38.64	18.67	570076
25-35 Years	20	2021-01-01	2.19	3.6	36.99	15.73	69849
25-35 Years	26	2021-01-01	1.87	2.91	37.7	17.54	472910
25-35 Years	51	2021-01-01	1.86	3.23	36.97	15.53	399161
25-35 Years	01	2021-01-01	1.82	4.07	39.04	17.03	38187
25-35 Years	17	2021-01-01	1.97	3.1	37.11	16.96	548374
25-35 Years	56	2021-01-01	2.08	3.4	34.25	12.07	12105
25-35 Years	23	2021-01-01	1.81	2.67	31.53	15.04	68595
25-35 Years	44	2021-01-01	1.6	3.11	23.22	14.42	56582
25-35 Years	31	2021-01-01	2.3	3.6	40.26	13.14	68142
25-35 Years	27	2021-01-01	1.8	2.72	33.03	16.37	290300
25-35 Years	16	2021-01-01	2.04	2.98	34.6	14.39	75915
25-35 Years	22	2021-01-01	1.61	3.06	38.39	15.26	204287
25-35 Years	24	2021-01-01	1.52	2.88	31.61	17.14	209422
25-35 Years	36	2021-01-01	1.54	2.7	31.52	15.01	569109
25-35 Years	55	2021-01-01	1.8	2.62	36.78	15.31	338301
25-35 Years	13	2021-01-01	1.88	3.37	37.98	15.05	211929
25-35 Years	42	2021-01-01	1.37	2.65	35.96	16.8	774047
25-35 Years	35	2021-01-01	1.88	3.94	36.84	14.9	22742
25-35 Years	47	2021-01-01	1.62	3.43	40.48	12.98	101824
25-35 Years	05	2021-01-01	1.98	3.93	44.23	19.44	96154
25-35 Years	33	2021-01-01	1.78	2.77	34.22	14.61	49304
25-35 Years	04	2021-01-01	1.62	2.75	28.02	12.22	99388
25-35 Years	19	2021-01-01	1.84	2.97	41.23	18.63	170203
25-35 Years	25	2021-01-01	1.25	2.3	26.89	16.96	302438
25-35 Years	34	2021-01-01	1.31	2.48	31.66	13.29	216598
25-35 Years	38	2021-01-01	1.73	2.61	36.08	20.48	69000
25-35 Years	46	2021-01-01	1.68	2.29	31.28	14.28	47276
25-35 Years	02	2021-01-01	1.06	2.25	31.83	12.96	1420
25-35 Years	15	2021-01-01	1.38	2.55	NA	NA	66823
25-35 Years	53	2021-01-01	1.45	2.41	26.53	9.57	157397
25-35 Years	30	2021-01-01	1.55	2.03	23.6	9.36	28715
25-35 Years	48	2021-01-01	1.54	3.39	36.45	17.94	1015420
25-35 Years	50	2021-01-01	1.37	2.43	26.23	12.72	36865
25-35 Years	41	2021-01-01	1.24	2.17	23.59	10.55	280353
25-35 Years	09	2021-01-01	1.25	2.83	31.39	15.68	266949
25-35 Years	12	2021-01-01	1.35	3.19	33.1	15.9	376377
25-35 Years	08	2021-01-01	1.22	2.19	23.56	9.57	315763
25-35 Years	49	2021-01-01	1.65	2.83	26.36	10.1	84088
25-35 Years	06	2021-01-01	1.15	2.57	24.24	10.13	766415
25-35 Years	32	2021-01-01	0.78	1.82	24.28	8.45	122314
25-35 Years	11	2021-01-01	0.45	1.05	16.6	4.45	20173
25-35 Years	00	2021-01-01	1.67	2.98	34.48	15.68	11918447
35-45 Years	54	2021-01-01	5.8	9.05	49.73	22.64	76568
35-45 Years	18	2021-01-01	5.77	8.41	49.21	22.63	279273
35-45 Years	39	2021-01-01	5.17	7.87	46.52	24.82	841697
35-45 Years	45	2021-01-01	5.34	8.01	44.79	21.61	246137
35-45 Years	21	2021-01-01	5.28	7.97	48.38	23.57	268528
35-45 Years	40	2021-01-01	5.21	8.44	47.3	20.19	87439
35-45 Years	29	2021-01-01	4.87	7.85	45.97	23.98	82897
35-45 Years	28	2021-01-01	5.57	8.58	49.21	18.57	163484
35-45 Years	10	2021-01-01	5.28	7.56	47.9	22.29	32258
35-45 Years	37	2021-01-01	4.93	7.55	43.85	23.47	591979
35-45 Years	20	2021-01-01	4.61	7.35	41.84	20.26	77400
35-45 Years	26	2021-01-01	4.48	6.65	42.9	22.33	456262
35-45 Years	51	2021-01-01	4.33	6.93	41.87	19.45	450403
35-45 Years	01	2021-01-01	4.13	8.44	45.01	22.13	46714
35-45 Years	17	2021-01-01	4.86	7.2	43.28	21.25	553805
35-45 Years	56	2021-01-01	4.55	6.92	40.5	16.31	13310
35-45 Years	23	2021-01-01	3.91	5.43	36.87	18.97	73232
35-45 Years	44	2021-01-01	3.87	6.68	28.93	19.37	55547
35-45 Years	31	2021-01-01	4.51	7.1	45.04	17.05	69444
35-45 Years	27	2021-01-01	4.03	5.82	38.67	21.37	305084
35-45 Years	16	2021-01-01	4.07	6.04	37.95	18.19	82747
35-45 Years	22	2021-01-01	4.06	7.25	44.76	21.07	220854
35-45 Years	24	2021-01-01	3.52	6.21	37.35	21.33	212103
35-45 Years	36	2021-01-01	3.61	5.89	37.03	18.14	567898
35-45 Years	55	2021-01-01	4.4	6.11	42.93	19.38	343884
35-45 Years	13	2021-01-01	4.75	7.86	44.16	20.77	220617
35-45 Years	42	2021-01-01	3.24	5.89	40.98	19.99	773272
35-45 Years	35	2021-01-01	4.39	8.93	40.36	16.93	22282
35-45 Years	47	2021-01-01	4.03	7.81	45.39	17.07	103655
35-45 Years	05	2021-01-01	4.75	8.91	48.45	23.93	99458
35-45 Years	33	2021-01-01	3.54	5.32	40.31	16.93	51569
35-45 Years	04	2021-01-01	3.98	6.23	32.9	16.1	102990
35-45 Years	19	2021-01-01	4.18	6.37	46.28	22.96	173484
35-45 Years	25	2021-01-01	3.06	5.45	33.86	22.75	285886
35-45 Years	34	2021-01-01	2.92	5.36	36.47	16.33	237677
35-45 Years	38	2021-01-01	3.96	6.04	42.15	27.27	66377
35-45 Years	46	2021-01-01	3.54	4.83	35.42	18.93	49079
35-45 Years	02	2021-01-01	3.94	5.69	38.82	17.97	1319
35-45 Years	15	2021-01-01	3.29	6.01	NA	NA	74009
35-45 Years	53	2021-01-01	3.52	5.39	31.22	12.09	153822
35-45 Years	30	2021-01-01	3.01	4.04	28.41	12.49	27350
35-45 Years	48	2021-01-01	3.78	7.9	40.99	21.58	1095786
35-45 Years	50	2021-01-01	2.45	4.42	30.2	14.81	41118
35-45 Years	41	2021-01-01	2.9	4.78	26.57	12.28	282445
35-45 Years	09	2021-01-01	2.53	5.81	37.23	19.49	276357
35-45 Years	12	2021-01-01	2.76	6.69	37.39	20.41	395588
35-45 Years	08	2021-01-01	2.74	4.68	28.76	13.08	288048
35-45 Years	49	2021-01-01	3.35	5.77	31.97	12.85	79107
35-45 Years	06	2021-01-01	2.7	5.93	27.77	12.46	762703
35-45 Years	32	2021-01-01	1.88	4.28	27.44	11.44	111429
35-45 Years	11	2021-01-01	1.03	2.78	23.51	6.66	14309
35-45 Years	00	2021-01-01	3.97	6.72	39.78	19.74	12169479
45-55 Years	54	2021-01-01	11.68	17.84	54.95	26.49	89159
45-55 Years	18	2021-01-01	11.61	16.35	53.71	26.76	290242
45-55 Years	39	2021-01-01	10.4	15.02	50.81	28.71	898950
45-55 Years	45	2021-01-01	10.65	15.33	49.22	25.26	274030
45-55 Years	21	2021-01-01	10.72	15.5	52.96	27.49	290935
45-55 Years	40	2021-01-01	10.52	16.26	52.28	25.07	92482
45-55 Years	29	2021-01-01	9.63	15.06	51.1	28.16	87733
45-55 Years	28	2021-01-01	10.38	15.95	52.52	21.35	182804
45-55 Years	10	2021-01-01	11.28	14.79	51.53	24.67	35325
45-55 Years	37	2021-01-01	9.96	14.56	48.33	27.49	661904
45-55 Years	20	2021-01-01	8.77	13.5	46.23	23.57	76792
45-55 Years	26	2021-01-01	9.34	13.35	47	26.22	487310
45-55 Years	51	2021-01-01	8.69	13.28	45.1	22.39	489536
45-55 Years	01	2021-01-01	7.84	15.24	49.42	24.5	59396
45-55 Years	17	2021-01-01	9.7	13.95	46.76	24.01	580089
45-55 Years	56	2021-01-01	8.68	12.77	45.91	19.84	13437
45-55 Years	23	2021-01-01	7.65	10.22	41.54	22.76	82195
45-55 Years	44	2021-01-01	8.01	13.12	32.92	22.24	62477
45-55 Years	31	2021-01-01	9.16	13.74	49.29	20.07	66482
45-55 Years	27	2021-01-01	8.48	11.46	43.32	26.27	282449
45-55 Years	16	2021-01-01	7.95	11.32	41.6	21.48	82746
45-55 Years	22	2021-01-01	8.58	14.56	48.94	25.8	216058
45-55 Years	24	2021-01-01	7.42	12.22	41.28	23.88	220775
45-55 Years	36	2021-01-01	7.33	11.53	40.36	19.9	636696
45-55 Years	55	2021-01-01	9.05	12.21	47.87	23.27	339155
45-55 Years	13	2021-01-01	9.45	14.94	47.94	24.62	247547
45-55 Years	42	2021-01-01	7.04	12.13	45.21	23.23	816549
45-55 Years	35	2021-01-01	7.58	15.54	43.93	19.76	23628
45-55 Years	47	2021-01-01	7.7	14.47	48.27	19.46	123876
45-55 Years	05	2021-01-01	8.86	16.12	50.96	26.03	105559
45-55 Years	33	2021-01-01	7.01	10.08	43.81	19.2	61996
45-55 Years	04	2021-01-01	7.37	11.17	36.34	18.66	114257
45-55 Years	19	2021-01-01	8.81	12.98	50.71	27.19	161093
45-55 Years	25	2021-01-01	6.61	11.08	37.91	26.27	298993
45-55 Years	34	2021-01-01	6	10.88	39.81	18.76	276822
45-55 Years	38	2021-01-01	7.94	12.19	47.75	33.35	55427
45-55 Years	46	2021-01-01	7.62	9.89	40.23	23.3	43573
45-55 Years	02	2021-01-01	8.71	11.51	40.77	20.3	1251
45-55 Years	15	2021-01-01	6.47	11.72	NA	NA	80769
45-55 Years	53	2021-01-01	7.09	10.47	34.07	13.97	144704
45-55 Years	30	2021-01-01	6.58	8.88	35.49	16.22	24316
45-55 Years	48	2021-01-01	7.63	15.26	44.32	24.52	1107557
45-55 Years	50	2021-01-01	4.99	8.4	34.15	17.04	45430
45-55 Years	41	2021-01-01	6.3	9.94	30.15	14.66	255822
45-55 Years	09	2021-01-01	5.11	11.14	40.55	22.35	306702
45-55 Years	12	2021-01-01	5.26	12.54	39.17	23.43	453910
45-55 Years	08	2021-01-01	5.73	9.11	31.59	15.79	259760
45-55 Years	49	2021-01-01	6.66	11.1	34.66	14.3	64315
45-55 Years	06	2021-01-01	5.36	11.71	30.11	14.09	759839
45-55 Years	32	2021-01-01	4.02	8.75	29.88	14.13	108177
45-55 Years	11	2021-01-01	2.18	7.08	29.74	9.38	9784
45-55 Years	00	2021-01-01	8.09	13.16	43.69	23	12717626
55-65 Years	54	2021-01-01	15.87	24.15	52.43	25.21	106109
55-65 Years	18	2021-01-01	15.87	22.74	52.41	26.74	333533
55-65 Years	39	2021-01-01	14.45	21.12	49.65	28.71	1069990
55-65 Years	45	2021-01-01	14.34	21.26	46.85	24.52	325964
55-65 Years	21	2021-01-01	14.75	21.56	51.3	27.25	337419
55-65 Years	40	2021-01-01	14.23	22.55	50.43	25.59	110182
55-65 Years	29	2021-01-01	12.9	20.76	49.96	28.36	111599
55-65 Years	28	2021-01-01	13.95	21.86	49.03	20.03	216673
55-65 Years	10	2021-01-01	15.15	20.5	49.74	24.7	50489
55-65 Years	37	2021-01-01	14.03	21.14	47.54	27.51	731372
55-65 Years	20	2021-01-01	12.71	19.48	47.34	24.84	98277
55-65 Years	26	2021-01-01	13.14	18.99	45.41	26.03	592013
55-65 Years	51	2021-01-01	12.68	19.76	45.18	22.74	577099
55-65 Years	01	2021-01-01	10.64	20.46	46.32	23.48	75915
55-65 Years	17	2021-01-01	13.25	19.79	46.05	23.6	683362
55-65 Years	56	2021-01-01	11.66	16.91	44.16	19.67	18370
55-65 Years	23	2021-01-01	10.64	14.38	41.02	22.77	113869
55-65 Years	44	2021-01-01	11.09	18.44	33.81	22.71	82357
55-65 Years	31	2021-01-01	11.87	18.87	48.57	19.71	83783
55-65 Years	27	2021-01-01	11.88	16.19	43.8	27.63	343410
55-65 Years	16	2021-01-01	11.14	16.06	41.75	23.14	95289
55-65 Years	22	2021-01-01	12.27	20.82	47.02	25.94	253274
55-65 Years	24	2021-01-01	10.81	17.94	40.87	24.18	267125
55-65 Years	36	2021-01-01	10.71	17.26	40.79	20.21	807767
55-65 Years	55	2021-01-01	12.35	17.08	47.25	24.06	416204
55-65 Years	13	2021-01-01	13.34	21.43	46.35	25.06	276170
55-65 Years	42	2021-01-01	10.38	18.03	44.88	23.49	1000109
55-65 Years	35	2021-01-01	9.5	19.64	39.96	18.17	33443
55-65 Years	47	2021-01-01	10.3	20	45.32	17.87	147211
55-65 Years	05	2021-01-01	11.69	21.77	48.3	24.41	123708
55-65 Years	33	2021-01-01	9.46	14.08	42.44	19.66	86326
55-65 Years	04	2021-01-01	9.54	15.03	35.53	18.2	140004
55-65 Years	19	2021-01-01	11.8	18.01	49.03	27.05	188421
55-65 Years	25	2021-01-01	10.07	16.99	39.18	26.82	343430
55-65 Years	34	2021-01-01	9.11	16.94	40.41	19.24	341251
55-65 Years	38	2021-01-01	10.91	17.38	47.62	33.77	66273
55-65 Years	46	2021-01-01	10.24	13.73	39.42	23.1	53887
55-65 Years	02	2021-01-01	9.88	14.85	37.2	19.24	1731
55-65 Years	15	2021-01-01	9.04	16.97	NA	NA	92786
55-65 Years	53	2021-01-01	9.89	15.03	34.14	14.22	160912
55-65 Years	30	2021-01-01	9.55	12.72	36.06	15.74	29041
55-65 Years	48	2021-01-01	10.64	21.7	43.82	24.89	1174221
55-65 Years	50	2021-01-01	6.89	12	34.47	17.1	60919
55-65 Years	41	2021-01-01	9.17	14.72	31.82	16.13	260669
55-65 Years	09	2021-01-01	7.83	16.74	41.95	23.41	369118
55-65 Years	12	2021-01-01	7.26	17.95	37.98	23.48	579879
55-65 Years	08	2021-01-01	8.48	13.46	31.81	16.86	270755
55-65 Years	49	2021-01-01	8.8	15.97	34.12	14.43	61852
55-65 Years	06	2021-01-01	7.86	17.41	30.95	14.65	820453
55-65 Years	32	2021-01-01	6.73	14.06	31.61	16.78	112229
55-65 Years	11	2021-01-01	3.69	12.63	34.12	9.32	9095
55-65 Years	00	2021-01-01	11.42	18.91	43.3	23.28	14883099
65+ Years	54	2021-01-01	17.71	30.05	44.25	20.29	160204
65+ Years	18	2021-01-01	18.43	28.61	46.78	23.63	475918
65+ Years	39	2021-01-01	17.03	27.49	44.69	25.82	1561046
65+ Years	45	2021-01-01	16.34	26.12	39.23	22.49	498370
65+ Years	21	2021-01-01	17.09	27.03	44	23.74	465406
65+ Years	40	2021-01-01	16.29	27.76	43.56	23.9	172125
65+ Years	29	2021-01-01	14.1	25.05	42.56	25.3	188262
65+ Years	28	2021-01-01	15.44	26.8	40.11	16.34	328023
65+ Years	10	2021-01-01	18.45	27.39	44.3	22.63	79182
65+ Years	37	2021-01-01	16	26.85	41.15	23.07	1095478
65+ Years	20	2021-01-01	14.81	24.29	42.72	21.6	162327
65+ Years	26	2021-01-01	16.63	26.35	41.92	24.46	852770
65+ Years	51	2021-01-01	14.56	25.55	38.85	19.12	866903
65+ Years	01	2021-01-01	12.22	24.88	37.94	23.04	119663
65+ Years	17	2021-01-01	14.99	25.67	40.95	20.26	1047066
65+ Years	56	2021-01-01	14.02	22.37	39.88	17.62	31433
65+ Years	23	2021-01-01	13.6	19.65	37.14	21.02	184013
65+ Years	44	2021-01-01	13.83	25.79	33.2	22.42	121987
65+ Years	31	2021-01-01	12.33	22.46	43.27	15.92	144747
65+ Years	27	2021-01-01	15.04	22.19	41.14	25.75	508603
65+ Years	16	2021-01-01	14.39	21.68	40.57	24.76	152255
65+ Years	22	2021-01-01	14.89	27.4	40.81	24.41	359187
65+ Years	24	2021-01-01	13.68	24.77	37.18	22.05	364571
65+ Years	36	2021-01-01	13.13	23.3	36.31	17.6	1212028
65+ Years	55	2021-01-01	15.39	23.48	44.03	26.05	557471
65+ Years	13	2021-01-01	15.42	26.7	39.37	22.71	378547
65+ Years	42	2021-01-01	13.07	24.37	40.05	20.39	1508314
65+ Years	35	2021-01-01	9.45	22.57	31.23	14.34	59878
65+ Years	47	2021-01-01	11.06	24.76	36.54	13.95	230141
65+ Years	05	2021-01-01	12.04	25.16	39.49	19.22	187395
65+ Years	33	2021-01-01	11.86	18.42	36.45	16.1	123116
65+ Years	04	2021-01-01	9.42	17.37	28.68	13.82	250300
65+ Years	19	2021-01-01	13.38	22.87	43.61	23.84	280190
65+ Years	25	2021-01-01	13.34	23.95	36.33	22.82	455924
65+ Years	34	2021-01-01	10.71	23.07	35.25	15.99	498231
65+ Years	38	2021-01-01	13.81	23.92	44.53	32.81	94597
65+ Years	46	2021-01-01	13.42	19.73	36.81	22.11	78004
65+ Years	02	2021-01-01	10.65	18.8	30.95	15.13	2591
65+ Years	15	2021-01-01	10.4	22.1	NA	NA	154639
65+ Years	53	2021-01-01	11.35	19.53	30.83	12.49	243539
65+ Years	30	2021-01-01	12.05	16.95	34.03	13.75	42268
65+ Years	48	2021-01-01	11.68	25.75	37.4	21.34	1611822
65+ Years	50	2021-01-01	8.96	16.51	31.53	14.48	94114
65+ Years	41	2021-01-01	10.58	18.61	30.11	14.91	420272
65+ Years	09	2021-01-01	10.28	23.16	38.8	20.78	508066
65+ Years	12	2021-01-01	8.09	21.62	30.28	18.64	911750
65+ Years	08	2021-01-01	10.33	17.46	28.12	15.05	396042
65+ Years	49	2021-01-01	9.6	21.05	29.78	11.76	90006
65+ Years	06	2021-01-01	8.85	20.78	25.97	12.22	1163283
65+ Years	32	2021-01-01	8.48	17.93	27.89	16.82	150667
65+ Years	11	2021-01-01	3.79	15.3	29.08	7.09	11742
65+ Years	00	2021-01-01	13.45	24.29	38.04	20.43	21874229
Total	54	2021-01-01	9.39	15.17	40.06	18.24	646289
Total	18	2021-01-01	8.66	13	38.73	18.55	2227356
Total	39	2021-01-01	8.54	13.21	38.17	21.22	6638418
Total	45	2021-01-01	8.31	12.78	34.74	18.56	2119371
Total	21	2021-01-01	8.3	12.66	38.58	19.36	2130717
Total	40	2021-01-01	8.3	13.74	38.16	17.88	697567
