age	county	bmi_30_49.8	obesity_(%)	n_obesity_county	Year
35-44 Years	INDIAN RIVER, FL	45.86%	32.56%	6088	1/1/2025 - 10/30/2025
35-44 Years	BLECKLEY, GA	50.00%	NA	42	1/1/2025 - 10/30/2025
35-44 Years	CHEROKEE, GA	44.70%	22.91%	10032	1/1/2025 - 10/30/2025
35-44 Years	JOHNSON, IA	44.09%	23.42%	15005	1/1/2025 - 10/30/2025
35-44 Years	RINGGOLD, IA	37.25%	20.59%	102	1/1/2025 - 10/30/2025
35-44 Years	FULTON, GA	42.70%	23.38%	43074	1/1/2025 - 10/30/2025
35-44 Years	HAMILTON, IN	40.92%	24.18%	14129	1/1/2025 - 10/30/2025
35-44 Years	WAKULLA, FL	55.10%	27.55%	98	1/1/2025 - 10/30/2025
35-44 Years	ADA, ID	38.93%	22.04%	41142	1/1/2025 - 10/30/2025
35-44 Years	MANATEE, FL	38.61%	21.00%	1686	1/1/2025 - 10/30/2025
35-44 Years	JO DAVIESS, IL	33.79%	16.50%	509	1/1/2025 - 10/30/2025
35-44 Years	TATTNALL, GA	51.72%	NA	29	1/1/2025 - 10/30/2025
35-44 Years	CHATTAHOOCHEE, GA	NA	NA	18	1/1/2025 - 10/30/2025
35-44 Years	GWINNETT, GA	46.41%	31.03%	18380	1/1/2025 - 10/30/2025
35-44 Years	EVANS, GA	NA	NA	17	1/1/2025 - 10/30/2025
35-44 Years	LIBERTY, GA	45.45%	21.82%	110	1/1/2025 - 10/30/2025
35-44 Years	BENTON, IN	37.93%	NA	29	1/1/2025 - 10/30/2025
35-44 Years	BREVARD, FL	43.35%	15.34%	7551	1/1/2025 - 10/30/2025
35-44 Years	SAINT JOHNS, FL	39.70%	25.31%	15062	1/1/2025 - 10/30/2025
35-44 Years	MARTIN, FL	40.24%	29.39%	5624	1/1/2025 - 10/30/2025
35-44 Years	CHARLOTTE, FL	43.55%	28.78%	1883	1/1/2025 - 10/30/2025
35-44 Years	DESOTO, FL	57.14%	29.81%	161	1/1/2025 - 10/30/2025
35-44 Years	JEFFERSON, FL	40.91%	25.00%	44	1/1/2025 - 10/30/2025
35-44 Years	ALACHUA, FL	46.29%	28.02%	15897	1/1/2025 - 10/30/2025
35-44 Years	BONNEVILLE, ID	40.98%	15.16%	488	1/1/2025 - 10/30/2025
35-44 Years	BUTLER, KS	30.52%	10.39%	154	1/1/2025 - 10/30/2025
35-44 Years	BEAR LAKE, ID	39.41%	28.33%	406	1/1/2025 - 10/30/2025
35-44 Years	BUTTE, ID	42.86%	NA	35	1/1/2025 - 10/30/2025
35-44 Years	MONROE, IN	38.24%	17.65%	374	1/1/2025 - 10/30/2025
35-44 Years	MONROE, FL	39.00%	38.14%	700	1/1/2025 - 10/30/2025
35-44 Years	BAY, FL	49.14%	27.76%	407	1/1/2025 - 10/30/2025
35-44 Years	TIPPECANOE, IN	35.37%	13.61%	294	1/1/2025 - 10/30/2025
35-44 Years	SCOTT, KS	43.33%	NA	30	1/1/2025 - 10/30/2025
35-44 Years	SIOUX, IA	39.72%	27.30%	1498	1/1/2025 - 10/30/2025
35-44 Years	GLYNN, GA	44.69%	22.12%	226	1/1/2025 - 10/30/2025
35-44 Years	MARION, GA	NA	NA	12	1/1/2025 - 10/30/2025
35-44 Years	SEDGWICK, KS	30.19%	12.09%	1133	1/1/2025 - 10/30/2025
35-44 Years	CAMAS, ID	34.55%	NA	55	1/1/2025 - 10/30/2025
35-44 Years	SUMNER, KS	NA	NA	30	1/1/2025 - 10/30/2025
35-44 Years	WAYNE, GA	34.21%	NA	38	1/1/2025 - 10/30/2025
35-44 Years	LATAH, ID	36.98%	13.64%	1936	1/1/2025 - 10/30/2025
35-44 Years	MIAMI-DADE, FL	36.87%	23.20%	58449	1/1/2025 - 10/30/2025
35-44 Years	BOUNDARY, ID	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	HAWAII, HI	41.92%	18.92%	6600	1/1/2025 - 10/30/2025
35-44 Years	GULF, FL	42.86%	NA	28	1/1/2025 - 10/30/2025
35-44 Years	CHATHAM, GA	41.53%	18.01%	472	1/1/2025 - 10/30/2025
35-44 Years	PRATT, KS	NA	NA	17	1/1/2025 - 10/30/2025
35-44 Years	VALLEY, ID	32.54%	13.76%	1097	1/1/2025 - 10/30/2025
35-44 Years	LEON, FL	42.21%	20.32%	822	1/1/2025 - 10/30/2025
35-44 Years	FAYETTE, GA	37.51%	23.70%	1485	1/1/2025 - 10/30/2025
35-44 Years	GRAY, KS	NA	NA	18	1/1/2025 - 10/30/2025
35-44 Years	LEMHI, ID	NA	NA	34	1/1/2025 - 10/30/2025
35-44 Years	JEFFERSON, ID	39.00%	14.00%	100	1/1/2025 - 10/30/2025
35-44 Years	MADISON, ID	40.63%	17.71%	96	1/1/2025 - 10/30/2025
35-44 Years	HONOLULU, HI	38.22%	19.87%	45934	1/1/2025 - 10/30/2025
35-44 Years	MAUI, HI	40.74%	21.68%	1868	1/1/2025 - 10/30/2025
35-44 Years	CLAY, IA	39.81%	23.22%	211	1/1/2025 - 10/30/2025
35-44 Years	COLLIER, FL	39.26%	20.05%	6635	1/1/2025 - 10/30/2025
35-44 Years	DICKINSON, IA	35.19%	22.22%	162	1/1/2025 - 10/30/2025
35-44 Years	FRANKLIN, FL	NA	NA	15	1/1/2025 - 10/30/2025
35-44 Years	LIBERTY, FL	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	FRANKLIN, ID	35.40%	18.58%	113	1/1/2025 - 10/30/2025
35-44 Years	PALM BEACH, FL	35.21%	23.05%	19651	1/1/2025 - 10/30/2025
35-44 Years	BRYAN, GA	32.22%	14.44%	90	1/1/2025 - 10/30/2025
35-44 Years	KOOTENAI, ID	37.07%	12.93%	116	1/1/2025 - 10/30/2025
35-44 Years	SARASOTA, FL	32.84%	15.84%	1364	1/1/2025 - 10/30/2025
35-44 Years	KAUAI, HI	31.68%	13.55%	5277	1/1/2025 - 10/30/2025
35-44 Years	FORSYTH, GA	37.10%	22.67%	3903	1/1/2025 - 10/30/2025
35-44 Years	HAMILTON, KS	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	CLARK, ID	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	WALTON, FL	36.67%	13.33%	150	1/1/2025 - 10/30/2025
35-44 Years	OKALOOSA, FL	40.89%	20.13%	313	1/1/2025 - 10/30/2025
35-44 Years	CUSTER, ID	17.53%	NA	97	1/1/2025 - 10/30/2025
35-44 Years	BLAINE, ID	26.70%	16.65%	2120	1/1/2025 - 10/30/2025
35-44 Years	BONNER, ID	NA	NA	22	1/1/2025 - 10/30/2025
35-44 Years	ESCAMBIA, FL	42.07%	21.16%	397	1/1/2025 - 10/30/2025
35-44 Years	SANTA ROSA, FL	38.87%	19.03%	247	1/1/2025 - 10/30/2025
35-44 Years	TETON, ID	17.14%	NA	70	1/1/2025 - 10/30/2025
35-44 Years	KALAWAO, HI	NA	NA	5	1/1/2025 - 10/30/2025
45-54 Years	PERRY, IL	65.02%	33.00%	203	1/1/2025 - 10/30/2025
45-54 Years	BROWN, KS	62.46%	32.08%	293	1/1/2025 - 10/30/2025
45-54 Years	RANDOLPH, IL	60.79%	37.63%	380	1/1/2025 - 10/30/2025
45-54 Years	FRANKLIN, IL	61.95%	37.07%	410	1/1/2025 - 10/30/2025
45-54 Years	REPUBLIC, KS	57.14%	NA	42	1/1/2025 - 10/30/2025
45-54 Years	JEWELL, KS	81.82%	NA	22	1/1/2025 - 10/30/2025
45-54 Years	ATCHISON, KS	59.35%	27.64%	492	1/1/2025 - 10/30/2025
45-54 Years	DONIPHAN, KS	64.88%	32.33%	467	1/1/2025 - 10/30/2025
45-54 Years	WASHINGTON, IN	64.81%	46.72%	1492	1/1/2025 - 10/30/2025
45-54 Years	HARDIN, IL	50.00%	37.50%	72	1/1/2025 - 10/30/2025
45-54 Years	SMITH, KS	60.00%	30.00%	40	1/1/2025 - 10/30/2025
45-54 Years	GREENE, IL	63.03%	32.12%	165	1/1/2025 - 10/30/2025
45-54 Years	CALHOUN, IL	43.10%	25.86%	58	1/1/2025 - 10/30/2025
45-54 Years	ALEXANDER, IL	68.80%	72.00%	250	1/1/2025 - 10/30/2025
45-54 Years	CHATTOOGA, GA	65.32%	37.27%	966	1/1/2025 - 10/30/2025
45-54 Years	BROWN, IL	50.00%	NA	44	1/1/2025 - 10/30/2025
45-54 Years	MURRAY, GA	65.96%	41.73%	3046	1/1/2025 - 10/30/2025
45-54 Years	STEVENS, KS	63.16%	NA	19	1/1/2025 - 10/30/2025
45-54 Years	DEKALB, IN	62.99%	40.90%	797	1/1/2025 - 10/30/2025
45-54 Years	CLAY, KS	56.59%	24.18%	182	1/1/2025 - 10/30/2025
45-54 Years	WABAUNSEE, KS	63.17%	42.42%	429	1/1/2025 - 10/30/2025
45-54 Years	JOHNSON, IL	61.32%	42.12%	349	1/1/2025 - 10/30/2025
45-54 Years	CRAWFORD, IN	64.06%	49.53%	537	1/1/2025 - 10/30/2025
45-54 Years	COFFEY, KS	58.68%	31.44%	334	1/1/2025 - 10/30/2025
45-54 Years	JACKSON, IL	64.81%	41.12%	591	1/1/2025 - 10/30/2025
45-54 Years	BOURBON, KS	57.72%	24.80%	246	1/1/2025 - 10/30/2025
45-54 Years	MORRIS, KS	69.85%	35.29%	136	1/1/2025 - 10/30/2025
45-54 Years	WEBSTER, GA	NA	NA	5	1/1/2025 - 10/30/2025
45-54 Years	WOODSON, KS	65.08%	33.33%	63	1/1/2025 - 10/30/2025
45-54 Years	WILLIAMSON, IL	56.10%	37.06%	688	1/1/2025 - 10/30/2025
45-54 Years	PUTNAM, IN	54.14%	28.73%	181	1/1/2025 - 10/30/2025
45-54 Years	PULASKI, IL	64.68%	62.83%	269	1/1/2025 - 10/30/2025
45-54 Years	HARDEE, FL	63.74%	56.66%	1426	1/1/2025 - 10/30/2025
45-54 Years	POPE, IL	60.00%	45.29%	170	1/1/2025 - 10/30/2025
45-54 Years	JERSEY, IL	62.25%	33.58%	408	1/1/2025 - 10/30/2025
45-54 Years	ALLEN, KS	63.36%	32.32%	625	1/1/2025 - 10/30/2025
45-54 Years	NEOSHO, KS	58.06%	27.42%	186	1/1/2025 - 10/30/2025
45-54 Years	JENNINGS, IN	61.54%	29.95%	1105	1/1/2025 - 10/30/2025
45-54 Years	OSAGE, KS	66.72%	44.45%	1379	1/1/2025 - 10/30/2025
45-54 Years	HARRISON, IN	63.07%	50.64%	3195	1/1/2025 - 10/30/2025
45-54 Years	MADISON, IL	60.10%	36.19%	6889	1/1/2025 - 10/30/2025
45-54 Years	MASSAC, IL	62.59%	50.46%	989	1/1/2025 - 10/30/2025
45-54 Years	WILSON, KS	60.66%	24.59%	61	1/1/2025 - 10/30/2025
45-54 Years	HODGEMAN, KS	91.67%	NA	12	1/1/2025 - 10/30/2025
45-54 Years	CHEROKEE, KS	56.38%	22.34%	94	1/1/2025 - 10/30/2025
45-54 Years	GORDON, GA	63.62%	53.86%	4755	1/1/2025 - 10/30/2025
45-54 Years	SCOTT, IL	53.06%	22.45%	49	1/1/2025 - 10/30/2025
45-54 Years	CRAWFORD, IA	56.07%	27.20%	239	1/1/2025 - 10/30/2025
45-54 Years	MERIWETHER, GA	61.71%	33.96%	739	1/1/2025 - 10/30/2025
45-54 Years	SCOTT, IN	60.71%	34.74%	1583	1/1/2025 - 10/30/2025
45-54 Years	SWITZERLAND, IN	66.96%	42.32%	690	1/1/2025 - 10/30/2025
45-54 Years	POTTAWATTAMIE, IA	57.29%	32.54%	2557	1/1/2025 - 10/30/2025
45-54 Years	UNION, IN	65.51%	42.99%	635	1/1/2025 - 10/30/2025
45-54 Years	DELAWARE, IA	61.20%	31.22%	567	1/1/2025 - 10/30/2025
45-54 Years	CASS, IL	64.46%	28.92%	166	1/1/2025 - 10/30/2025
45-54 Years	SCHUYLER, IL	69.05%	22.62%	84	1/1/2025 - 10/30/2025
45-54 Years	FREMONT, IA	57.04%	27.41%	135	1/1/2025 - 10/30/2025
45-54 Years	UNION, IL	58.82%	61.62%	357	1/1/2025 - 10/30/2025
45-54 Years	WORTH, IA	64.43%	40.71%	253	1/1/2025 - 10/30/2025
45-54 Years	SAC, IA	65.96%	32.14%	473	1/1/2025 - 10/30/2025
45-54 Years	SHELBY, IN	56.95%	32.39%	957	1/1/2025 - 10/30/2025
45-54 Years	OHIO, IN	68.49%	45.17%	549	1/1/2025 - 10/30/2025
45-54 Years	CHARLTON, GA	71.49%	46.69%	242	1/1/2025 - 10/30/2025
45-54 Years	LINN, KS	58.53%	34.13%	463	1/1/2025 - 10/30/2025
45-54 Years	BOND, IL	60.74%	42.42%	1108	1/1/2025 - 10/30/2025
45-54 Years	SHELBY, IA	55.26%	31.05%	190	1/1/2025 - 10/30/2025
45-54 Years	WAYNE, IA	64.24%	40.40%	151	1/1/2025 - 10/30/2025
45-54 Years	FRANKLIN, KS	61.03%	40.71%	1663	1/1/2025 - 10/30/2025
45-54 Years	CHRISTIAN, IL	61.50%	34.85%	1122	1/1/2025 - 10/30/2025
45-54 Years	JAY, IN	66.05%	35.19%	162	1/1/2025 - 10/30/2025
45-54 Years	TAMA, IA	65.77%	46.54%	1259	1/1/2025 - 10/30/2025
45-54 Years	PHILLIPS, KS	61.54%	NA	39	1/1/2025 - 10/30/2025
45-54 Years	RUSH, IN	60.00%	41.33%	225	1/1/2025 - 10/30/2025
45-54 Years	LEAVENWORTH, KS	56.23%	31.82%	3557	1/1/2025 - 10/30/2025
45-54 Years	LYON, KS	62.12%	37.55%	1832	1/1/2025 - 10/30/2025
45-54 Years	TALIAFERRO, GA	64.71%	NA	34	1/1/2025 - 10/30/2025
45-54 Years	SAINT CLAIR, IL	58.49%	39.49%	7752	1/1/2025 - 10/30/2025
45-54 Years	BUTLER, IA	65.07%	47.60%	916	1/1/2025 - 10/30/2025
45-54 Years	LAWRENCE, IL	59.66%	32.73%	880	1/1/2025 - 10/30/2025
45-54 Years	HANCOCK, GA	65.71%	25.71%	140	1/1/2025 - 10/30/2025
45-54 Years	GREENE, IN	56.48%	28.24%	216	1/1/2025 - 10/30/2025
45-54 Years	PAGE, IA	56.55%	24.92%	313	1/1/2025 - 10/30/2025
45-54 Years	JACKSON, IN	61.20%	24.70%	1085	1/1/2025 - 10/30/2025
45-54 Years	CATOOSA, GA	62.25%	31.40%	3089	1/1/2025 - 10/30/2025
45-54 Years	POTTAWATOMIE, KS	56.36%	31.62%	990	1/1/2025 - 10/30/2025
45-54 Years	HENDERSON, IL	66.33%	31.39%	395	1/1/2025 - 10/30/2025
45-54 Years	POCAHONTAS, IA	68.72%	49.76%	422	1/1/2025 - 10/30/2025
45-54 Years	PIKE, IN	61.09%	62.70%	807	1/1/2025 - 10/30/2025
45-54 Years	CLOUD, KS	60.00%	NA	45	1/1/2025 - 10/30/2025
45-54 Years	CASS, IA	56.15%	32.09%	187	1/1/2025 - 10/30/2025
45-54 Years	STARKE, IN	60.76%	31.67%	502	1/1/2025 - 10/30/2025
45-54 Years	BUCHANAN, IA	65.02%	47.05%	1035	1/1/2025 - 10/30/2025
45-54 Years	NEWTON, IN	62.94%	31.47%	197	1/1/2025 - 10/30/2025
45-54 Years	APPANOOSE, IA	59.02%	40.24%	676	1/1/2025 - 10/30/2025
45-54 Years	MONTGOMERY, KS	56.54%	30.77%	260	1/1/2025 - 10/30/2025
45-54 Years	MUSCATINE, IA	66.00%	40.44%	3806	1/1/2025 - 10/30/2025
45-54 Years	FAYETTE, IN	64.79%	45.82%	1866	1/1/2025 - 10/30/2025
45-54 Years	MORGAN, IL	62.22%	26.67%	360	1/1/2025 - 10/30/2025
45-54 Years	LIVINGSTON, IL	64.50%	35.31%	2631	1/1/2025 - 10/30/2025
45-54 Years	JACKSON, KS	54.38%	34.64%	765	1/1/2025 - 10/30/2025
45-54 Years	RANDOLPH, IN	57.77%	38.69%	734	1/1/2025 - 10/30/2025
45-54 Years	JASPER, IA	62.57%	39.01%	1515	1/1/2025 - 10/30/2025
45-54 Years	CALHOUN, IA	62.83%	36.55%	487	1/1/2025 - 10/30/2025
45-54 Years	MARSHALL, KS	55.71%	24.76%	210	1/1/2025 - 10/30/2025
45-54 Years	OGLETHORPE, GA	63.35%	25.13%	382	1/1/2025 - 10/30/2025
45-54 Years	BAKER, GA	64.00%	NA	25	1/1/2025 - 10/30/2025
45-54 Years	MARSHALL, IL	62.87%	32.74%	1115	1/1/2025 - 10/30/2025
45-54 Years	SHAWNEE, KS	62.12%	43.39%	16745	1/1/2025 - 10/30/2025
45-54 Years	WARREN, IL	66.48%	32.97%	1280	1/1/2025 - 10/30/2025
45-54 Years	MILLS, IA	54.73%	24.94%	433	1/1/2025 - 10/30/2025
45-54 Years	JEFFERSON, KS	60.57%	39.59%	1273	1/1/2025 - 10/30/2025
45-54 Years	PIKE, IL	47.62%	NA	42	1/1/2025 - 10/30/2025
45-54 Years	LAKE, IN	60.85%	43.67%	23217	1/1/2025 - 10/30/2025
45-54 Years	STARK, IL	67.57%	33.78%	444	1/1/2025 - 10/30/2025
45-54 Years	LA PORTE, IN	56.39%	31.26%	915	1/1/2025 - 10/30/2025
45-54 Years	FAYETTE, IA	64.03%	44.44%	1098	1/1/2025 - 10/30/2025
45-54 Years	SEMINOLE, GA	58.20%	18.85%	122	1/1/2025 - 10/30/2025
45-54 Years	FLOYD, GA	60.99%	36.58%	3330	1/1/2025 - 10/30/2025
45-54 Years	MINIDOKA, ID	64.80%	34.93%	1125	1/1/2025 - 10/30/2025
45-54 Years	BUREAU, IL	63.22%	28.60%	2724	1/1/2025 - 10/30/2025
45-54 Years	GREENWOOD, KS	62.77%	32.98%	94	1/1/2025 - 10/30/2025
45-54 Years	KNOX, IN	61.79%	37.57%	3109	1/1/2025 - 10/30/2025
45-54 Years	MASON, IL	56.95%	29.65%	597	1/1/2025 - 10/30/2025
45-54 Years	WHITFIELD, GA	59.34%	33.42%	6239	1/1/2025 - 10/30/2025
45-54 Years	PUTNAM, IL	61.37%	30.39%	510	1/1/2025 - 10/30/2025
45-54 Years	ST JOSEPH, IN	61.95%	32.44%	7923	1/1/2025 - 10/30/2025
45-54 Years	BREMER, IA	64.92%	48.04%	1682	1/1/2025 - 10/30/2025
45-54 Years	WAYNE, IN	63.68%	43.95%	4537	1/1/2025 - 10/30/2025
45-54 Years	CRAWFORD, IL	53.74%	24.27%	655	1/1/2025 - 10/30/2025
45-54 Years	NORTON, KS	43.40%	NA	53	1/1/2025 - 10/30/2025
45-54 Years	GIBSON, IN	63.11%	50.02%	3193	1/1/2025 - 10/30/2025
45-54 Years	GRANT, IN	59.21%	32.40%	1037	1/1/2025 - 10/30/2025
45-54 Years	MARSHALL, IA	63.36%	38.67%	2317	1/1/2025 - 10/30/2025
45-54 Years	MACON, IL	57.96%	33.11%	4624	1/1/2025 - 10/30/2025
45-54 Years	HENRY, IN	60.39%	31.95%	914	1/1/2025 - 10/30/2025
45-54 Years	FAYETTE, IL	55.69%	29.17%	720	1/1/2025 - 10/30/2025
45-54 Years	HARRISON, IA	51.77%	24.34%	226	1/1/2025 - 10/30/2025
45-54 Years	CLARK, IN	63.02%	36.29%	10794	1/1/2025 - 10/30/2025
45-54 Years	TROUP, GA	60.62%	35.58%	4901	1/1/2025 - 10/30/2025
45-54 Years	GREENE, IA	64.09%	38.12%	181	1/1/2025 - 10/30/2025
45-54 Years	JASPER, IN	58.45%	33.20%	503	1/1/2025 - 10/30/2025
45-54 Years	DAVIESS, IN	61.63%	37.03%	1118	1/1/2025 - 10/30/2025
45-54 Years	CLINTON, IA	66.57%	43.49%	2127	1/1/2025 - 10/30/2025
45-54 Years	PORTER, IN	57.92%	38.53%	6174	1/1/2025 - 10/30/2025
45-54 Years	DICKINSON, KS	62.24%	35.99%	339	1/1/2025 - 10/30/2025
45-54 Years	FULTON, IN	56.27%	32.53%	375	1/1/2025 - 10/30/2025
45-54 Years	HARDIN, IA	65.77%	40.27%	447	1/1/2025 - 10/30/2025
45-54 Years	JEFFERSON, IN	60.92%	33.72%	1960	1/1/2025 - 10/30/2025
45-54 Years	LOGAN, IL	56.36%	29.94%	708	1/1/2025 - 10/30/2025
45-54 Years	POLK, GA	61.95%	37.78%	1469	1/1/2025 - 10/30/2025
45-54 Years	ELBERT, GA	59.45%	28.57%	476	1/1/2025 - 10/30/2025
45-54 Years	FLOYD, IN	58.55%	36.68%	6500	1/1/2025 - 10/30/2025
45-54 Years	MONTGOMERY, IA	63.46%	33.33%	156	1/1/2025 - 10/30/2025
45-54 Years	KNOX, IL	62.39%	35.35%	4116	1/1/2025 - 10/30/2025
45-54 Years	MACOUPIN, IL	53.23%	24.38%	1255	1/1/2025 - 10/30/2025
45-54 Years	DECATUR, KS	60.34%	18.97%	58	1/1/2025 - 10/30/2025
45-54 Years	WYANDOTTE, KS	59.27%	34.09%	8213	1/1/2025 - 10/30/2025
45-54 Years	LINCOLN, KS	NA	NA	5	1/1/2025 - 10/30/2025
45-54 Years	RILEY, KS	53.63%	31.14%	2036	1/1/2025 - 10/30/2025
45-54 Years	CLAY, IN	56.94%	20.83%	72	1/1/2025 - 10/30/2025
45-54 Years	DEARBORN, IN	62.68%	43.73%	5324	1/1/2025 - 10/30/2025
45-54 Years	DECATUR, IA	65.85%	41.91%	451	1/1/2025 - 10/30/2025
45-54 Years	FORD, KS	57.81%	NA	64	1/1/2025 - 10/30/2025
45-54 Years	PARKE, IN	50.00%	NA	36	1/1/2025 - 10/30/2025
45-54 Years	RUSSELL, KS	58.14%	NA	43	1/1/2025 - 10/30/2025
45-54 Years	MADISON, GA	62.55%	25.52%	964	1/1/2025 - 10/30/2025
45-54 Years	MARION, IL	50.95%	27.22%	316	1/1/2025 - 10/30/2025
45-54 Years	PULASKI, IN	66.06%	30.28%	109	1/1/2025 - 10/30/2025
45-54 Years	ROOKS, KS	62.96%	NA	27	1/1/2025 - 10/30/2025
45-54 Years	BOONE, IA	63.73%	36.76%	612	1/1/2025 - 10/30/2025
45-54 Years	LA SALLE, IL	59.36%	30.45%	8299	1/1/2025 - 10/30/2025
45-54 Years	OSBORNE, KS	NA	NA	16	1/1/2025 - 10/30/2025
45-54 Years	MIAMI, KS	54.12%	34.62%	1964	1/1/2025 - 10/30/2025
45-54 Years	BLACKFORD, IN	61.84%	28.29%	152	1/1/2025 - 10/30/2025
45-54 Years	VERMILION, IL	60.77%	37.65%	6788	1/1/2025 - 10/30/2025
45-54 Years	RUSH, KS	55.56%	18.06%	72	1/1/2025 - 10/30/2025
45-54 Years	CLAY, GA	65.71%	22.86%	70	1/1/2025 - 10/30/2025
45-54 Years	DELAWARE, IN	57.77%	31.79%	1532	1/1/2025 - 10/30/2025
45-54 Years	MERCER, IL	61.98%	37.04%	918	1/1/2025 - 10/30/2025
45-54 Years	WASHINGTON, KS	52.58%	25.77%	97	1/1/2025 - 10/30/2025
45-54 Years	BAKER, FL	60.64%	39.61%	1222	1/1/2025 - 10/30/2025
45-54 Years	BLACK HAWK, IA	62.39%	47.21%	10507	1/1/2025 - 10/30/2025
45-54 Years	WARREN, IN	63.00%	35.00%	100	1/1/2025 - 10/30/2025
45-54 Years	PAULDING, GA	60.10%	33.56%	15364	1/1/2025 - 10/30/2025
45-54 Years	WASHINGTON, IL	49.81%	29.73%	259	1/1/2025 - 10/30/2025
45-54 Years	CHICKASAW, IA	58.69%	37.01%	489	1/1/2025 - 10/30/2025
45-54 Years	MARSHALL, IN	59.92%	35.07%	2318	1/1/2025 - 10/30/2025
45-54 Years	HENRY, IL	58.48%	31.68%	3018	1/1/2025 - 10/30/2025
45-54 Years	OWEN, IN	53.23%	35.48%	62	1/1/2025 - 10/30/2025
45-54 Years	POWESHIEK, IA	56.47%	39.35%	1268	1/1/2025 - 10/30/2025
45-54 Years	CEDAR, IA	63.06%	38.71%	1462	1/1/2025 - 10/30/2025
45-54 Years	GRANT, KS	NA	NA	15	1/1/2025 - 10/30/2025
45-54 Years	BENTON, IA	62.40%	36.84%	1851	1/1/2025 - 10/30/2025
45-54 Years	WHITE, IN	57.50%	NA	40	1/1/2025 - 10/30/2025
45-54 Years	MARION, KS	46.15%	NA	26	1/1/2025 - 10/30/2025
45-54 Years	ADAIR, IA	65.19%	45.93%	135	1/1/2025 - 10/30/2025
45-54 Years	EDWARDS, IL	55.76%	27.34%	278	1/1/2025 - 10/30/2025
45-54 Years	GRAHAM, KS	NA	NA	15	1/1/2025 - 10/30/2025
45-54 Years	FRANKLIN, GA	61.58%	40.49%	1546	1/1/2025 - 10/30/2025
45-54 Years	STEUBEN, IN	60.61%	33.02%	1790	1/1/2025 - 10/30/2025
45-54 Years	MADISON, IN	61.44%	39.25%	7284	1/1/2025 - 10/30/2025
45-54 Years	FULTON, IL	54.42%	27.24%	1729	1/1/2025 - 10/30/2025
45-54 Years	HAMILTON, IL	44.71%	23.53%	85	1/1/2025 - 10/30/2025
45-54 Years	CERRO GORDO, IA	59.57%	39.48%	1991	1/1/2025 - 10/30/2025
45-54 Years	MONTGOMERY, IL	51.51%	22.59%	1058	1/1/2025 - 10/30/2025
45-54 Years	PAYETTE, ID	58.26%	39.51%	2288	1/1/2025 - 10/30/2025
45-54 Years	SULLIVAN, IN	56.85%	26.71%	146	1/1/2025 - 10/30/2025
45-54 Years	GEARY, KS	61.28%	34.74%	1560	1/1/2025 - 10/30/2025
45-54 Years	HART, GA	60.86%	36.62%	1229	1/1/2025 - 10/30/2025
45-54 Years	WEBSTER, IA	63.87%	43.03%	2798	1/1/2025 - 10/30/2025
45-54 Years	BRADFORD, FL	65.20%	36.05%	957	1/1/2025 - 10/30/2025
45-54 Years	BARTHOLOMEW, IN	57.35%	30.83%	7226	1/1/2025 - 10/30/2025
45-54 Years	BURKE, GA	61.98%	23.42%	363	1/1/2025 - 10/30/2025
45-54 Years	WALKER, GA	59.73%	31.11%	2488	1/1/2025 - 10/30/2025
45-54 Years	SALINE, IL	53.46%	34.04%	376	1/1/2025 - 10/30/2025
45-54 Years	CARROLL, IA	55.96%	35.78%	218	1/1/2025 - 10/30/2025
45-54 Years	GUTHRIE, IA	63.50%	39.47%	337	1/1/2025 - 10/30/2025
45-54 Years	LOUISA, IA	62.43%	39.37%	668	1/1/2025 - 10/30/2025
45-54 Years	CLINTON, IL	59.36%	37.05%	2505	1/1/2025 - 10/30/2025
45-54 Years	GRUNDY, IA	64.49%	44.77%	918	1/1/2025 - 10/30/2025
45-54 Years	WINNEBAGO, IL	59.86%	31.00%	24115	1/1/2025 - 10/30/2025
45-54 Years	HOWARD, IN	60.60%	37.64%	4254	1/1/2025 - 10/30/2025
45-54 Years	FLOYD, IA	57.23%	37.32%	477	1/1/2025 - 10/30/2025
45-54 Years	CASS, IN	57.78%	32.12%	495	1/1/2025 - 10/30/2025
45-54 Years	RICHLAND, IL	59.66%	35.14%	1252	1/1/2025 - 10/30/2025
45-54 Years	ROCK ISLAND, IL	61.38%	41.39%	9687	1/1/2025 - 10/30/2025
45-54 Years	TAZEWELL, IL	59.34%	33.36%	12740	1/1/2025 - 10/30/2025
45-54 Years	CLAYTON, IA	55.02%	29.15%	638	1/1/2025 - 10/30/2025
45-54 Years	TALBOT, GA	62.50%	31.25%	48	1/1/2025 - 10/30/2025
45-54 Years	AUDUBON, IA	57.69%	28.21%	78	1/1/2025 - 10/30/2025
45-54 Years	ANDERSON, KS	65.19%	31.35%	520	1/1/2025 - 10/30/2025
45-54 Years	HEARD, GA	59.05%	31.43%	315	1/1/2025 - 10/30/2025
45-54 Years	RIPLEY, IN	66.15%	39.81%	1728	1/1/2025 - 10/30/2025
45-54 Years	BARTOW, GA	58.61%	39.28%	4499	1/1/2025 - 10/30/2025
45-54 Years	SHELBY, IL	53.76%	29.23%	1064	1/1/2025 - 10/30/2025
