age	county	bmi_30_49.8	obesity_(%)	n_obesity_county	Year
35-44 Years	MONROE, IA	48.36%	28.17%	213	1/1/2025 - 10/30/2025
35-44 Years	CARROLL, IN	51.32%	26.97%	152	1/1/2025 - 10/30/2025
35-44 Years	BANKS, GA	56.32%	38.73%	1131	1/1/2025 - 10/30/2025
35-44 Years	BENEWAH, ID	45.16%	NA	31	1/1/2025 - 10/30/2025
35-44 Years	RENO, KS	48.65%	23.42%	111	1/1/2025 - 10/30/2025
35-44 Years	MONTGOMERY, IN	53.62%	24.64%	69	1/1/2025 - 10/30/2025
35-44 Years	STANTON, KS	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	DEKALB, IL	52.40%	26.20%	2351	1/1/2025 - 10/30/2025
35-44 Years	CARROLL, IL	52.73%	24.36%	275	1/1/2025 - 10/30/2025
35-44 Years	BINGHAM, ID	46.79%	19.23%	468	1/1/2025 - 10/30/2025
35-44 Years	UPSON, GA	55.67%	33.68%	291	1/1/2025 - 10/30/2025
35-44 Years	RANDOLPH, GA	NA	NA	13	1/1/2025 - 10/30/2025
35-44 Years	JEFFERSON, IL	35.42%	14.58%	96	1/1/2025 - 10/30/2025
35-44 Years	COWLEY, KS	52.94%	27.94%	68	1/1/2025 - 10/30/2025
35-44 Years	LINN, IA	55.31%	32.08%	23204	1/1/2025 - 10/30/2025
35-44 Years	FOUNTAIN, IN	50.76%	25.38%	197	1/1/2025 - 10/30/2025
35-44 Years	LABETTE, KS	45.92%	23.47%	98	1/1/2025 - 10/30/2025
35-44 Years	WHITESIDE, IL	49.49%	27.93%	691	1/1/2025 - 10/30/2025
35-44 Years	BARTON, KS	57.12%	21.13%	1581	1/1/2025 - 10/30/2025
35-44 Years	FINNEY, KS	48.68%	22.37%	76	1/1/2025 - 10/30/2025
35-44 Years	JASPER, IL	51.94%	20.04%	464	1/1/2025 - 10/30/2025
35-44 Years	DOUGLAS, GA	56.36%	29.54%	8690	1/1/2025 - 10/30/2025
35-44 Years	ELLSWORTH, KS	55.00%	NA	40	1/1/2025 - 10/30/2025
35-44 Years	WINNEBAGO, IA	54.76%	35.45%	347	1/1/2025 - 10/30/2025
35-44 Years	CAMDEN, GA	58.33%	32.12%	1572	1/1/2025 - 10/30/2025
35-44 Years	SPALDING, GA	57.06%	31.23%	2501	1/1/2025 - 10/30/2025
35-44 Years	HANCOCK, IN	53.70%	33.77%	4711	1/1/2025 - 10/30/2025
35-44 Years	STEPHENSON, IL	53.52%	28.26%	768	1/1/2025 - 10/30/2025
35-44 Years	GLADES, FL	50.29%	38.60%	171	1/1/2025 - 10/30/2025
35-44 Years	VANDERBURGH, IN	55.33%	32.40%	13732	1/1/2025 - 10/30/2025
35-44 Years	WAYNE, IL	49.61%	22.05%	127	1/1/2025 - 10/30/2025
35-44 Years	HERNANDO, FL	52.75%	33.31%	4800	1/1/2025 - 10/30/2025
35-44 Years	MADISON, IA	56.66%	36.52%	586	1/1/2025 - 10/30/2025
35-44 Years	WELLS, IN	52.34%	29.91%	856	1/1/2025 - 10/30/2025
35-44 Years	BANNOCK, ID	47.96%	16.70%	4677	1/1/2025 - 10/30/2025
35-44 Years	KOSSUTH, IA	54.95%	31.68%	202	1/1/2025 - 10/30/2025
35-44 Years	FRANKLIN, IA	51.97%	27.95%	254	1/1/2025 - 10/30/2025
35-44 Years	JACKSON, IA	48.51%	24.72%	538	1/1/2025 - 10/30/2025
35-44 Years	SALINE, KS	46.20%	20.25%	158	1/1/2025 - 10/30/2025
35-44 Years	LAGRANGE, IN	52.00%	26.63%	1273	1/1/2025 - 10/30/2025
35-44 Years	CASSIA, ID	49.17%	29.83%	848	1/1/2025 - 10/30/2025
35-44 Years	PEORIA, IL	54.05%	27.68%	16164	1/1/2025 - 10/30/2025
35-44 Years	KEOKUK, IA	52.33%	25.67%	600	1/1/2025 - 10/30/2025
35-44 Years	SANGAMON, IL	52.69%	23.64%	5665	1/1/2025 - 10/30/2025
35-44 Years	WOODFORD, IL	52.97%	26.47%	3132	1/1/2025 - 10/30/2025
35-44 Years	IDA, IA	43.43%	16.00%	175	1/1/2025 - 10/30/2025
35-44 Years	PAWNEE, KS	61.71%	16.00%	175	1/1/2025 - 10/30/2025
35-44 Years	CLARKE, GA	53.62%	21.27%	2835	1/1/2025 - 10/30/2025
35-44 Years	WASHINGTON, ID	49.07%	28.92%	536	1/1/2025 - 10/30/2025
35-44 Years	TIPTON, IN	59.69%	29.07%	258	1/1/2025 - 10/30/2025
35-44 Years	PEACH, GA	51.85%	22.22%	108	1/1/2025 - 10/30/2025
35-44 Years	LAWRENCE, IN	57.66%	27.03%	111	1/1/2025 - 10/30/2025
35-44 Years	POSEY, IN	53.18%	33.87%	1730	1/1/2025 - 10/30/2025
35-44 Years	PUTNAM, GA	55.44%	18.83%	377	1/1/2025 - 10/30/2025
35-44 Years	HENDRY, FL	57.73%	41.50%	1171	1/1/2025 - 10/30/2025
35-44 Years	STEWART, GA	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	RICE, KS	49.25%	19.40%	67	1/1/2025 - 10/30/2025
35-44 Years	OGLE, IL	52.97%	28.87%	2830	1/1/2025 - 10/30/2025
35-44 Years	ORANGE, IN	49.10%	28.14%	167	1/1/2025 - 10/30/2025
35-44 Years	KENDALL, IL	53.23%	32.69%	9154	1/1/2025 - 10/30/2025
35-44 Years	MILLER, GA	54.17%	NA	24	1/1/2025 - 10/30/2025
35-44 Years	TOWNS, GA	52.72%	26.09%	184	1/1/2025 - 10/30/2025
35-44 Years	WABASH, IN	54.10%	28.07%	1817	1/1/2025 - 10/30/2025
35-44 Years	CLARKE, IA	50.00%	27.96%	304	1/1/2025 - 10/30/2025
35-44 Years	LAKE, FL	52.82%	31.69%	24551	1/1/2025 - 10/30/2025
35-44 Years	ADAMS, IN	52.49%	33.41%	461	1/1/2025 - 10/30/2025
35-44 Years	DECATUR, IN	57.36%	29.00%	462	1/1/2025 - 10/30/2025
35-44 Years	HABERSHAM, GA	56.84%	38.87%	2838	1/1/2025 - 10/30/2025
35-44 Years	WASHINGTON, GA	63.70%	20.74%	135	1/1/2025 - 10/30/2025
35-44 Years	QUITMAN, GA	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	POWER, ID	51.70%	21.89%	265	1/1/2025 - 10/30/2025
35-44 Years	HARVEY, KS	53.03%	25.76%	66	1/1/2025 - 10/30/2025
35-44 Years	FLAGLER, FL	50.85%	31.94%	5113	1/1/2025 - 10/30/2025
35-44 Years	LUMPKIN, GA	52.77%	40.63%	1878	1/1/2025 - 10/30/2025
35-44 Years	OWYHEE, ID	51.92%	30.36%	728	1/1/2025 - 10/30/2025
35-44 Years	CLARK, KS	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	MORTON, KS	NA	NA	15	1/1/2025 - 10/30/2025
35-44 Years	OTTAWA, KS	NA	NA	22	1/1/2025 - 10/30/2025
35-44 Years	TWIGGS, GA	66.67%	NA	21	1/1/2025 - 10/30/2025
35-44 Years	TAYLOR, IA	38.93%	26.17%	149	1/1/2025 - 10/30/2025
35-44 Years	CALHOUN, GA	51.85%	NA	27	1/1/2025 - 10/30/2025
35-44 Years	MARION, IN	53.85%	28.16%	51782	1/1/2025 - 10/30/2025
35-44 Years	LEVY, FL	57.59%	31.98%	1429	1/1/2025 - 10/30/2025
35-44 Years	LAMAR, GA	55.11%	29.69%	421	1/1/2025 - 10/30/2025
35-44 Years	HENDRICKS, IN	51.74%	27.14%	2159	1/1/2025 - 10/30/2025
35-44 Years	HARRIS, GA	52.49%	31.96%	341	1/1/2025 - 10/30/2025
35-44 Years	KANKAKEE, IL	55.59%	29.32%	689	1/1/2025 - 10/30/2025
35-44 Years	VOLUSIA, FL	52.82%	30.32%	24904	1/1/2025 - 10/30/2025
35-44 Years	ELKHART, IN	54.21%	24.23%	2968	1/1/2025 - 10/30/2025
35-44 Years	LUCAS, IA	53.82%	33.33%	249	1/1/2025 - 10/30/2025
35-44 Years	GEM, ID	45.92%	28.80%	882	1/1/2025 - 10/30/2025
35-44 Years	HENRY, IA	56.40%	27.83%	539	1/1/2025 - 10/30/2025
35-44 Years	UNION, GA	43.98%	30.08%	266	1/1/2025 - 10/30/2025
35-44 Years	DUVAL, FL	53.66%	31.77%	55066	1/1/2025 - 10/30/2025
35-44 Years	WARREN, GA	53.06%	24.49%	49	1/1/2025 - 10/30/2025
35-44 Years	PERRY, IN	52.52%	29.08%	337	1/1/2025 - 10/30/2025
35-44 Years	JEFFERSON, GA	57.22%	20.56%	180	1/1/2025 - 10/30/2025
35-44 Years	MORGAN, GA	51.14%	13.64%	264	1/1/2025 - 10/30/2025
35-44 Years	PASCO, FL	48.80%	36.44%	22107	1/1/2025 - 10/30/2025
35-44 Years	EDGAR, IL	47.71%	23.20%	306	1/1/2025 - 10/30/2025
35-44 Years	NASSAU, FL	52.98%	29.57%	6697	1/1/2025 - 10/30/2025
35-44 Years	MCPHERSON, KS	33.75%	NA	80	1/1/2025 - 10/30/2025
35-44 Years	TREGO, KS	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	RICHMOND, GA	56.83%	20.20%	4441	1/1/2025 - 10/30/2025
35-44 Years	CLINTON, IN	53.64%	26.36%	110	1/1/2025 - 10/30/2025
35-44 Years	SAINT LUCIE, FL	52.12%	36.85%	11683	1/1/2025 - 10/30/2025
35-44 Years	CANYON, ID	54.31%	32.63%	19063	1/1/2025 - 10/30/2025
35-44 Years	SCOTT, IA	53.47%	33.62%	10302	1/1/2025 - 10/30/2025
35-44 Years	WAPELLO, IA	55.04%	32.12%	1986	1/1/2025 - 10/30/2025
35-44 Years	VIGO, IN	44.10%	19.88%	161	1/1/2025 - 10/30/2025
35-44 Years	DOUGLAS, KS	43.07%	27.99%	2865	1/1/2025 - 10/30/2025
35-44 Years	BALDWIN, GA	52.36%	20.94%	191	1/1/2025 - 10/30/2025
35-44 Years	BROWN, IN	49.38%	23.46%	405	1/1/2025 - 10/30/2025
35-44 Years	IROQUOIS, IL	51.16%	25.29%	692	1/1/2025 - 10/30/2025
35-44 Years	DOUGLAS, IL	49.76%	32.36%	1270	1/1/2025 - 10/30/2025
35-44 Years	ATKINSON, GA	55.77%	25.00%	52	1/1/2025 - 10/30/2025
35-44 Years	MCINTOSH, GA	NA	NA	18	1/1/2025 - 10/30/2025
35-44 Years	LOGAN, KS	49.15%	21.19%	118	1/1/2025 - 10/30/2025
35-44 Years	CLEARWATER, ID	57.89%	NA	38	1/1/2025 - 10/30/2025
35-44 Years	POLK, IA	54.70%	33.98%	35997	1/1/2025 - 10/30/2025
35-44 Years	RAWLINS, KS	52.68%	19.64%	112	1/1/2025 - 10/30/2025
35-44 Years	HALL, GA	53.29%	41.40%	15464	1/1/2025 - 10/30/2025
35-44 Years	ROCKDALE, GA	52.45%	28.47%	1247	1/1/2025 - 10/30/2025
35-44 Years	LANIER, GA	54.06%	20.66%	542	1/1/2025 - 10/30/2025
35-44 Years	ALLEN, IN	52.67%	30.75%	25011	1/1/2025 - 10/30/2025
35-44 Years	HOLMES, FL	45.00%	16.00%	100	1/1/2025 - 10/30/2025
35-44 Years	WHITE, IL	46.88%	25.75%	369	1/1/2025 - 10/30/2025
35-44 Years	MARION, FL	56.39%	33.88%	11350	1/1/2025 - 10/30/2025
35-44 Years	JOHNSON, IN	50.76%	29.73%	7004	1/1/2025 - 10/30/2025
35-44 Years	WOODBURY, IA	54.84%	29.13%	7247	1/1/2025 - 10/30/2025
35-44 Years	WILL, IL	51.32%	27.02%	17146	1/1/2025 - 10/30/2025
35-44 Years	BUENA VISTA, IA	54.22%	24.32%	1468	1/1/2025 - 10/30/2025
35-44 Years	WASHINGTON, IA	50.94%	26.28%	1484	1/1/2025 - 10/30/2025
35-44 Years	STORY, IA	53.47%	25.74%	1799	1/1/2025 - 10/30/2025
35-44 Years	SUMTER, GA	53.45%	25.86%	58	1/1/2025 - 10/30/2025
35-44 Years	TURNER, GA	NA	NA	17	1/1/2025 - 10/30/2025
35-44 Years	JACKSON, GA	52.94%	39.33%	5342	1/1/2025 - 10/30/2025
35-44 Years	WARRICK, IN	52.20%	32.33%	5023	1/1/2025 - 10/30/2025
35-44 Years	KOSCIUSKO, IN	50.90%	26.28%	2709	1/1/2025 - 10/30/2025
35-44 Years	HOWARD, IA	40.95%	17.62%	210	1/1/2025 - 10/30/2025
35-44 Years	WHEELER, GA	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	MARION, IA	51.73%	31.43%	665	1/1/2025 - 10/30/2025
35-44 Years	BROOKS, GA	44.51%	26.11%	337	1/1/2025 - 10/30/2025
35-44 Years	MONROE, IL	49.59%	27.27%	121	1/1/2025 - 10/30/2025
35-44 Years	IDAHO, ID	47.52%	21.78%	101	1/1/2025 - 10/30/2025
35-44 Years	THOMAS, KS	49.62%	19.52%	661	1/1/2025 - 10/30/2025
35-44 Years	ADAMS, ID	42.09%	17.27%	278	1/1/2025 - 10/30/2025
35-44 Years	HILLSBOROUGH, FL	47.86%	38.87%	62825	1/1/2025 - 10/30/2025
35-44 Years	COLES, IL	50.53%	32.04%	1698	1/1/2025 - 10/30/2025
35-44 Years	KANE, IL	51.25%	29.95%	24903	1/1/2025 - 10/30/2025
35-44 Years	ELK, KS	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	WASHINGTON, FL	52.44%	20.73%	82	1/1/2025 - 10/30/2025
35-44 Years	TWIN FALLS, ID	47.47%	33.93%	7569	1/1/2025 - 10/30/2025
35-44 Years	CARROLL, GA	55.89%	28.63%	1816	1/1/2025 - 10/30/2025
35-44 Years	SHERMAN, KS	54.95%	23.42%	111	1/1/2025 - 10/30/2025
35-44 Years	OSCEOLA, FL	51.56%	30.47%	28163	1/1/2025 - 10/30/2025
35-44 Years	MEADE, KS	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	GOVE, KS	64.00%	NA	25	1/1/2025 - 10/30/2025
35-44 Years	SUMTER, FL	53.52%	29.08%	2287	1/1/2025 - 10/30/2025
35-44 Years	MCDUFFIE, GA	60.36%	19.37%	222	1/1/2025 - 10/30/2025
35-44 Years	LINCOLN, ID	49.83%	35.59%	295	1/1/2025 - 10/30/2025
35-44 Years	HASKELL, KS	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	LANE, KS	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	VAN BUREN, IA	42.86%	21.43%	168	1/1/2025 - 10/30/2025
35-44 Years	COOK, IL	50.13%	30.73%	212140	1/1/2025 - 10/30/2025
35-44 Years	RABUN, GA	55.76%	36.10%	590	1/1/2025 - 10/30/2025
35-44 Years	GREENE, GA	57.93%	17.38%	656	1/1/2025 - 10/30/2025
35-44 Years	EFFINGHAM, IL	46.19%	19.84%	2152	1/1/2025 - 10/30/2025
35-44 Years	HAMILTON, IA	52.66%	28.10%	395	1/1/2025 - 10/30/2025
35-44 Years	WALLACE, KS	50.00%	NA	22	1/1/2025 - 10/30/2025
35-44 Years	SHERIDAN, KS	42.37%	NA	59	1/1/2025 - 10/30/2025
35-44 Years	STAFFORD, KS	54.65%	19.77%	86	1/1/2025 - 10/30/2025
35-44 Years	CLAYTON, GA	56.50%	30.94%	5497	1/1/2025 - 10/30/2025
35-44 Years	DIXIE, FL	52.25%	28.65%	356	1/1/2025 - 10/30/2025
35-44 Years	OBRIEN, IA	53.18%	27.54%	1209	1/1/2025 - 10/30/2025
35-44 Years	TELFAIR, GA	57.69%	NA	26	1/1/2025 - 10/30/2025
35-44 Years	JEROME, ID	48.55%	37.25%	1761	1/1/2025 - 10/30/2025
35-44 Years	UNION, FL	50.51%	30.61%	392	1/1/2025 - 10/30/2025
35-44 Years	DECATUR, GA	45.00%	22.50%	80	1/1/2025 - 10/30/2025
35-44 Years	TAYLOR, GA	NA	NA	13	1/1/2025 - 10/30/2025
35-44 Years	CHEROKEE, IA	39.72%	20.85%	355	1/1/2025 - 10/30/2025
35-44 Years	CUMBERLAND, IL	44.64%	24.22%	289	1/1/2025 - 10/30/2025
35-44 Years	NESS, KS	46.88%	NA	32	1/1/2025 - 10/30/2025
35-44 Years	PUTNAM, FL	56.27%	28.46%	1244	1/1/2025 - 10/30/2025
35-44 Years	COLUMBIA, FL	52.30%	29.72%	1457	1/1/2025 - 10/30/2025
35-44 Years	PIKE, GA	55.19%	28.61%	395	1/1/2025 - 10/30/2025
35-44 Years	HENRY, GA	58.72%	31.76%	4150	1/1/2025 - 10/30/2025
35-44 Years	PALO ALTO, IA	49.47%	27.37%	95	1/1/2025 - 10/30/2025
35-44 Years	UNION, IA	50.00%	32.32%	198	1/1/2025 - 10/30/2025
35-44 Years	CALHOUN, FL	71.43%	NA	28	1/1/2025 - 10/30/2025
35-44 Years	CLARK, IL	49.67%	18.95%	153	1/1/2025 - 10/30/2025
35-44 Years	CLAY, FL	56.73%	34.09%	8377	1/1/2025 - 10/30/2025
35-44 Years	LEE, IA	51.04%	30.88%	1007	1/1/2025 - 10/30/2025
35-44 Years	GADSDEN, FL	62.00%	27.00%	100	1/1/2025 - 10/30/2025
35-44 Years	TOOMBS, GA	53.85%	NA	39	1/1/2025 - 10/30/2025
35-44 Years	BUTTS, GA	53.54%	25.63%	792	1/1/2025 - 10/30/2025
35-44 Years	HARALSON, GA	52.11%	25.59%	426	1/1/2025 - 10/30/2025
35-44 Years	CHEYENNE, KS	38.64%	NA	44	1/1/2025 - 10/30/2025
35-44 Years	HARPER, KS	NA	NA	11	1/1/2025 - 10/30/2025
35-44 Years	OSCEOLA, IA	54.17%	29.86%	288	1/1/2025 - 10/30/2025
35-44 Years	MCHENRY, IL	47.23%	28.15%	12982	1/1/2025 - 10/30/2025
35-44 Years	WORTH, GA	55.88%	NA	34	1/1/2025 - 10/30/2025
35-44 Years	CRAWFORD, GA	52.00%	NA	25	1/1/2025 - 10/30/2025
35-44 Years	PIATT, IL	44.37%	25.21%	1456	1/1/2025 - 10/30/2025
35-44 Years	TERRELL, GA	NA	NA	15	1/1/2025 - 10/30/2025
35-44 Years	CITRUS, FL	48.60%	20.34%	2502	1/1/2025 - 10/30/2025
35-44 Years	MCDONOUGH, IL	43.04%	23.04%	395	1/1/2025 - 10/30/2025
35-44 Years	SUWANNEE, FL	53.40%	28.55%	648	1/1/2025 - 10/30/2025
35-44 Years	GOODING, ID	43.90%	29.87%	770	1/1/2025 - 10/30/2025
35-44 Years	COOK, GA	49.30%	26.53%	426	1/1/2025 - 10/30/2025
35-44 Years	GILCHRIST, FL	49.37%	27.00%	474	1/1/2025 - 10/30/2025
35-44 Years	DUBUQUE, IA	48.23%	24.79%	5140	1/1/2025 - 10/30/2025
35-44 Years	JEFF DAVIS, GA	42.86%	NA	28	1/1/2025 - 10/30/2025
35-44 Years	KEARNY, KS	NA	NA	11	1/1/2025 - 10/30/2025
35-44 Years	MITCHELL, IA	46.08%	30.39%	102	1/1/2025 - 10/30/2025
35-44 Years	GLASCOCK, GA	NA	NA	17	1/1/2025 - 10/30/2025
35-44 Years	SEMINOLE, FL	48.07%	34.58%	31873	1/1/2025 - 10/30/2025
35-44 Years	LINCOLN, GA	54.43%	20.25%	79	1/1/2025 - 10/30/2025
35-44 Years	DES MOINES, IA	56.72%	33.46%	1303	1/1/2025 - 10/30/2025
35-44 Years	CANDLER, GA	NA	NA	17	1/1/2025 - 10/30/2025
35-44 Years	MONONA, IA	41.53%	21.77%	248	1/1/2025 - 10/30/2025
35-44 Years	GRUNDY, IL	45.03%	23.30%	704	1/1/2025 - 10/30/2025
35-44 Years	DOOLY, GA	39.29%	NA	28	1/1/2025 - 10/30/2025
35-44 Years	ADAMS, IA	38.64%	NA	44	1/1/2025 - 10/30/2025
35-44 Years	BEN HILL, GA	50.94%	22.64%	53	1/1/2025 - 10/30/2025
35-44 Years	EMANUEL, GA	54.26%	12.77%	94	1/1/2025 - 10/30/2025
35-44 Years	LEE, FL	50.70%	30.38%	35870	1/1/2025 - 10/30/2025
35-44 Years	DAVIS, IA	45.83%	23.33%	240	1/1/2025 - 10/30/2025
35-44 Years	JOHNSON, KS	41.28%	24.36%	39977	1/1/2025 - 10/30/2025
35-44 Years	COFFEE, GA	53.00%	21.00%	100	1/1/2025 - 10/30/2025
35-44 Years	LONG, GA	52.38%	NA	21	1/1/2025 - 10/30/2025
35-44 Years	ECHOLS, GA	43.20%	20.00%	125	1/1/2025 - 10/30/2025
35-44 Years	JENKINS, GA	52.50%	NA	40	1/1/2025 - 10/30/2025
35-44 Years	KINGMAN, KS	NA	NA	16	1/1/2025 - 10/30/2025
35-44 Years	EDWARDS, KS	63.16%	NA	19	1/1/2025 - 10/30/2025
35-44 Years	PINELLAS, FL	45.35%	32.40%	20430	1/1/2025 - 10/30/2025
35-44 Years	JOHNSON, GA	53.13%	NA	32	1/1/2025 - 10/30/2025
35-44 Years	FREMONT, ID	36.73%	NA	49	1/1/2025 - 10/30/2025
35-44 Years	JASPER, GA	44.12%	15.69%	102	1/1/2025 - 10/30/2025
35-44 Years	HOUSTON, GA	48.32%	19.93%	567	1/1/2025 - 10/30/2025
35-44 Years	TIFT, GA	52.11%	21.13%	142	1/1/2025 - 10/30/2025
35-44 Years	DALLAS, IA	49.14%	30.33%	6485	1/1/2025 - 10/30/2025
35-44 Years	TREUTLEN, GA	NA	NA	13	1/1/2025 - 10/30/2025
35-44 Years	DEKALB, GA	44.71%	22.95%	33459	1/1/2025 - 10/30/2025
35-44 Years	HANCOCK, IA	44.34%	27.83%	212	1/1/2025 - 10/30/2025
35-44 Years	LOWNDES, GA	46.01%	25.87%	5871	1/1/2025 - 10/30/2025
35-44 Years	CRISP, GA	62.79%	NA	43	1/1/2025 - 10/30/2025
35-44 Years	DOUGHERTY, GA	52.47%	21.97%	223	1/1/2025 - 10/30/2025
35-44 Years	CHAMPAIGN, IL	46.99%	27.75%	19480	1/1/2025 - 10/30/2025
35-44 Years	MACON, GA	56.67%	NA	30	1/1/2025 - 10/30/2025
35-44 Years	JONES, GA	46.58%	19.18%	73	1/1/2025 - 10/30/2025
35-44 Years	ORANGE, FL	46.80%	32.14%	102731	1/1/2025 - 10/30/2025
35-44 Years	HAMILTON, FL	48.57%	24.00%	175	1/1/2025 - 10/30/2025
35-44 Years	NEZ PERCE, ID	48.70%	18.83%	154	1/1/2025 - 10/30/2025
35-44 Years	MITCHELL, GA	51.11%	26.67%	45	1/1/2025 - 10/30/2025
35-44 Years	MONROE, GA	46.89%	18.08%	177	1/1/2025 - 10/30/2025
35-44 Years	WALTON, GA	50.07%	27.00%	1426	1/1/2025 - 10/30/2025
35-44 Years	THOMAS, GA	53.47%	23.76%	101	1/1/2025 - 10/30/2025
35-44 Years	COBB, GA	45.37%	24.90%	46823	1/1/2025 - 10/30/2025
35-44 Years	WRIGHT, IA	50.25%	22.48%	605	1/1/2025 - 10/30/2025
35-44 Years	BIBB, GA	48.70%	21.00%	462	1/1/2025 - 10/30/2025
35-44 Years	BERRIEN, GA	45.44%	20.55%	691	1/1/2025 - 10/30/2025
35-44 Years	NEWTON, GA	52.60%	29.65%	1268	1/1/2025 - 10/30/2025
35-44 Years	MADISON, FL	50.34%	27.52%	149	1/1/2025 - 10/30/2025
35-44 Years	ELMORE, ID	47.46%	26.55%	2324	1/1/2025 - 10/30/2025
35-44 Years	IRWIN, GA	61.90%	NA	21	1/1/2025 - 10/30/2025
35-44 Years	SCREVEN, GA	50.00%	NA	46	1/1/2025 - 10/30/2025
35-44 Years	CARIBOU, ID	37.42%	10.97%	155	1/1/2025 - 10/30/2025
35-44 Years	SHOSHONE, ID	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	PIERCE, GA	42.31%	21.15%	52	1/1/2025 - 10/30/2025
35-44 Years	ALLAMAKEE, IA	44.38%	24.57%	818	1/1/2025 - 10/30/2025
35-44 Years	PLYMOUTH, IA	42.21%	24.72%	995	1/1/2025 - 10/30/2025
35-44 Years	ADAMS, IL	35.58%	11.54%	104	1/1/2025 - 10/30/2025
35-44 Years	DAWSON, GA	46.70%	34.80%	1546	1/1/2025 - 10/30/2025
35-44 Years	BOISE, ID	38.00%	19.67%	300	1/1/2025 - 10/30/2025
35-44 Years	TAYLOR, FL	47.96%	13.27%	98	1/1/2025 - 10/30/2025
35-44 Years	LAURENS, GA	47.10%	10.97%	155	1/1/2025 - 10/30/2025
35-44 Years	BRANTLEY, GA	54.76%	NA	42	1/1/2025 - 10/30/2025
35-44 Years	SCHLEY, GA	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	COWETA, GA	45.38%	25.79%	1776	1/1/2025 - 10/30/2025
35-44 Years	BACON, GA	NA	NA	17	1/1/2025 - 10/30/2025
35-44 Years	GILMER, GA	46.22%	15.11%	225	1/1/2025 - 10/30/2025
35-44 Years	WINNESHIEK, IA	40.13%	21.13%	795	1/1/2025 - 10/30/2025
35-44 Years	GREELEY, KS	NA	NA	5	1/1/2025 - 10/30/2025
35-44 Years	LEE, GA	40.43%	15.96%	94	1/1/2025 - 10/30/2025
35-44 Years	LYON, IA	45.28%	35.55%	678	1/1/2025 - 10/30/2025
35-44 Years	APPLING, GA	41.38%	NA	29	1/1/2025 - 10/30/2025
35-44 Years	PULASKI, GA	52.17%	NA	23	1/1/2025 - 10/30/2025
35-44 Years	WILKINSON, GA	53.33%	NA	30	1/1/2025 - 10/30/2025
35-44 Years	FANNIN, GA	39.62%	17.61%	159	1/1/2025 - 10/30/2025
35-44 Years	LEWIS, ID	NA	NA	13	1/1/2025 - 10/30/2025
35-44 Years	MONTGOMERY, GA	NA	NA	12	1/1/2025 - 10/30/2025
35-44 Years	EFFINGHAM, GA	52.03%	16.26%	123	1/1/2025 - 10/30/2025
35-44 Years	LAKE, IL	43.91%	25.96%	24334	1/1/2025 - 10/30/2025
35-44 Years	CLINCH, GA	40.59%	26.73%	101	1/1/2025 - 10/30/2025
35-44 Years	WILCOX, GA	66.67%	NA	21	1/1/2025 - 10/30/2025
35-44 Years	BROWARD, FL	42.06%	25.13%	75770	1/1/2025 - 10/30/2025
35-44 Years	DUPAGE, IL	42.77%	23.77%	26778	1/1/2025 - 10/30/2025
35-44 Years	BOONE, IN	38.29%	21.88%	914	1/1/2025 - 10/30/2025
35-44 Years	BULLOCH, GA	45.83%	15.28%	144	1/1/2025 - 10/30/2025
35-44 Years	PICKENS, GA	47.84%	21.60%	324	1/1/2025 - 10/30/2025
35-44 Years	ONEIDA, ID	40.51%	16.46%	79	1/1/2025 - 10/30/2025
35-44 Years	MUSCOGEE, GA	49.21%	21.70%	636	1/1/2025 - 10/30/2025
35-44 Years	COLQUITT, GA	47.89%	18.31%	142	1/1/2025 - 10/30/2025
35-44 Years	GRADY, GA	44.00%	26.00%	50	1/1/2025 - 10/30/2025
35-44 Years	WARE, GA	50.00%	26.39%	72	1/1/2025 - 10/30/2025
35-44 Years	OCONEE, GA	42.95%	20.80%	1106	1/1/2025 - 10/30/2025
35-44 Years	EMMET, IA	47.50%	22.50%	80	1/1/2025 - 10/30/2025
35-44 Years	DODGE, GA	44.00%	NA	50	1/1/2025 - 10/30/2025
35-44 Years	HANCOCK, IL	50.00%	31.90%	210	1/1/2025 - 10/30/2025
35-44 Years	DUBOIS, IN	41.63%	27.53%	603	1/1/2025 - 10/30/2025
35-44 Years	JEFFERSON, IA	42.00%	21.19%	519	1/1/2025 - 10/30/2025
35-44 Years	MITCHELL, KS	46.67%	NA	30	1/1/2025 - 10/30/2025
35-44 Years	LAFAYETTE, FL	48.33%	30.00%	60	1/1/2025 - 10/30/2025
35-44 Years	COLUMBIA, GA	49.26%	14.03%	3565	1/1/2025 - 10/30/2025
35-44 Years	WICHITA, KS	NA	NA	11	1/1/2025 - 10/30/2025
35-44 Years	COMANCHE, KS	NA	NA	5	1/1/2025 - 10/30/2025
