Session Title,Heat only KYNC county year 2018-2025,,
Session ID,2792485,,
Data Model,Patients,,
Population Base,All Patients,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,State of Residence: STATES_KY_NC,"Encounter Type: Emergency, Emergency to Inpatient",
Session Date Range,1/1/2018 - 12/31/2025,,
Measure,Number of Patients,,
Export User,Stephanie Perniciaro,,
Date of Export,1/22/2026,,
,,,
,,,
,Diagnosis (Encounter),Heat,"Total: Total includes all data, including data from columns not currently displayed."
Year,County of Residence,,
,"COLUMBUS, NC",10 or fewer,1115
,"KENT, MD",10 or fewer,1154
,"SURRY, NC",10 or fewer,2723
,"KENNEBEC, ME",10 or fewer,2434
,"GRAVES, KY",10 or fewer,3342
,"PRENTISS, MS",10 or fewer,4509
,"MARTIN, NC",10 or fewer,3280
,"ATTALA, MS",34,4965
,"CLARK, KY",10 or fewer,1299
,"MARSHALL, KY",10 or fewer,3551
,"ALLEGANY, MD",10 or fewer,2077
,"NOBLES, MN",10 or fewer,3332
,"BOURBON, KY",10 or fewer,983
,"HALL, NE",10 or fewer,1287
,"NELSON, KY",10 or fewer,2197
,"HUNTERDON, NJ",10 or fewer,1680
,"COLUMBIA, NY",10 or fewer,243
,"SCOTT, MS",10 or fewer,2154
,"HOLMES, MS",13,4710
,"MENOMINEE, MI",11,4328
,"SALEM, NJ",10 or fewer,2495
,"WATAUGA, NC",10 or fewer,509
,"GAGE, NE",10 or fewer,1350
,"MERRIMACK, NH",10 or fewer,1396
,"PINE, MN",10 or fewer,3179
,"SCOTT, KY",10 or fewer,1628
,"SAINT CLAIR, MI",10 or fewer,2273
,"WARREN, NY",10 or fewer,185
,"CARLTON, MN",10 or fewer,2471
,"VANCE, NC",10 or fewer,2722
,"HENRY, KY",10 or fewer,3617
,"HILLSDALE, MI",10 or fewer,2257
,"NORTHAMPTON, NC",10 or fewer,2008
,"TODD, MN",10 or fewer,2322
,"GARRETT, MD",10 or fewer,907
,"GREENE, NC",10 or fewer,2887
,"TATE, MS",10 or fewer,3471
,"CASWELL, NC",10 or fewer,3530
,"CHOWAN, NC",10 or fewer,3647
,"GREENE, NY",10 or fewer,340
,"LAPEER, MI",10 or fewer,1856
,"FRANKLIN, KY",10 or fewer,1334
,"CLAY, KY",10 or fewer,607
,"PULASKI, MO",10 or fewer,253
,"ASSUMPTION, LA",16,3429
,"CASS, NE",10 or fewer,2680
,"YALOBUSHA, MS",11,3660
